street_id,period,los_float,period_idx
319790115,period_10_30,1.0,21
319790115,period_11_00,1.16,22
319790115,period_11_30,1.56,23
319790115,period_13_00,1.96,26
319790115,period_13_30,2.2,27
319790115,period_1_30,1.96,3
319790115,period_23_30,1.81,47
319790115,period_3_00,1.24,6
319790115,period_4_30,1.24,9
319790115,period_5_00,1.24,10
319790115,period_6_00,1.24,12
319790115,period_6_30,1.0,13
319790115,period_8_00,1.96,16
319790115,period_8_30,1.0,17
319790115,period_9_00,1.96,18
320164938,period_0_00,1.72,0
320164938,period_10_00,1.96,20
320164938,period_13_30,1.96,27
320164938,period_23_30,2.2,47
320379106,period_13_30,1.24,27
320379106,period_14_00,1.24,28
320379106,period_14_30,1.24,29
320379106,period_15_00,1.24,30
320379106,period_3_00,1.24,6
320379106,period_5_30,1.0,11
320379106,period_6_00,1.0,12
320379106,period_7_30,1.0,15
320379106,period_9_00,1.24,18
320897720,period_13_00,1.0,26
320897721,period_22_00,1.56,44
322191373,period_0_00,1.0,0
322191373,period_11_00,1.24,22
322191373,period_11_30,1.75,23
322191373,period_3_00,1.96,6
322191373,period_4_30,1.72,9
322191373,period_8_00,1.38,16
323398643,period_13_00,1.96,26
323398643,period_22_00,2.08,44
326770976,period_11_00,1.84,22
326770976,period_11_30,1.96,23
326770976,period_12_00,1.72,24
326770976,period_13_30,1.96,27
326770976,period_14_00,2.08,28
326770976,period_2_00,1.84,4
326770976,period_6_30,1.0,13
326770977,period_14_00,1.96,28
326770977,period_2_00,1.72,4
326770977,period_2_30,1.0,5
326770978,period_14_00,1.0,28
326770978,period_15_00,1.0,30
326770978,period_2_30,1.0,5
326770978,period_3_00,1.0,6
326770978,period_3_30,1.0,7
326770978,period_4_00,1.0,8
326770978,period_4_30,1.0,9
326770978,period_5_00,1.0,10
326770978,period_5_30,1.0,11
326770978,period_6_00,1.0,12
326770978,period_6_30,1.0,13
326770978,period_7_00,1.0,14
326770978,period_7_30,1.0,15
326770982,period_3_00,1.0,6
326770982,period_4_00,1.0,8
326770982,period_5_00,1.0,10
326770982,period_5_30,1.0,11
326770982,period_6_00,1.0,12
326770982,period_6_30,1.0,13
326770982,period_7_00,1.0,14
326770982,period_7_30,1.0,15
326770983,period_13_30,1.24,27
326770983,period_14_00,1.18,28
326770983,period_14_30,1.24,29
326770983,period_15_00,1.21,30
326770983,period_15_30,1.24,31
326770983,period_2_30,1.0,5
326770983,period_3_00,1.08,6
326770983,period_3_30,1.0,7
326770983,period_4_00,1.0,8
326770983,period_4_30,1.0,9
326770983,period_5_00,1.0,10
326770983,period_5_30,1.0,11
326770983,period_6_00,1.0,12
326770983,period_6_30,1.0,13
326770983,period_7_00,1.0,14
326770983,period_7_30,1.0,15
326770983,period_9_00,1.24,18
326770986,period_0_00,2.2,0
326770986,period_0_30,1.24,1
326770986,period_13_30,1.4,27
326770986,period_14_00,1.32,28
326770986,period_14_30,1.24,29
326770986,period_15_00,1.29,30
326770986,period_15_30,1.36,31
326770986,period_3_00,1.24,6
326770986,period_3_30,1.0,7
326770986,period_4_00,1.48,8
326770986,period_4_30,1.0,9
326770986,period_5_00,1.0,10
326770986,period_5_30,1.0,11
326770986,period_6_30,1.0,13
326770986,period_7_00,1.0,14
326770986,period_7_30,1.0,15
326770986,period_8_00,2.2,16
326770986,period_9_00,1.24,18
326770989,period_14_00,1.0,28
326770989,period_15_00,1.0,30
326770989,period_3_00,1.0,6
326770989,period_3_30,1.0,7
326770989,period_4_00,1.12,8
326770989,period_4_30,1.0,9
326770989,period_5_00,1.0,10
326770989,period_5_30,1.0,11
326770989,period_6_00,1.0,12
326770989,period_6_30,1.0,13
326770989,period_7_00,1.0,14
326770989,period_7_30,1.0,15
326770992,period_12_30,1.96,25
326770994,period_0_00,2.12,0
326770994,period_0_30,1.84,1
326770994,period_10_00,1.96,20
326770994,period_15_30,1.0,31
326770994,period_23_30,1.96,47
326770994,period_3_30,1.48,7
326770994,period_4_30,1.48,9
326770994,period_5_00,1.0,10
326770994,period_9_30,2.2,19
326770995,period_0_00,1.57,0
326770995,period_0_30,1.69,1
326770995,period_11_30,1.72,23
326770995,period_12_30,1.41,25
326770995,period_15_30,2.08,31
326770995,period_23_30,1.68,47
326770995,period_3_30,1.53,7
326770995,period_4_00,1.0,8
326770995,period_4_30,1.58,9
326770995,period_5_00,1.62,10
326770998,period_23_30,1.72,47
326770998,period_3_30,1.0,7
326771002,period_0_00,2.2,0
326771002,period_0_30,2.2,1
326771002,period_10_00,2.2,20
326771003,period_1_00,1.0,2
326771003,period_22_30,1.0,45
326771004,period_1_00,2.2,2
326771004,period_22_30,2.2,45
326771004,period_3_30,1.36,7
326771004,period_4_00,1.72,8
326771005,period_10_00,1.48,20
326771005,period_11_30,1.0,23
326771005,period_12_00,1.0,24
326771005,period_12_30,1.0,25
326771005,period_1_00,1.96,2
326771005,period_1_30,1.52,3
326771005,period_7_00,1.0,14
326771005,period_9_00,1.0,18
326771007,period_10_00,1.0,20
326771007,period_11_00,1.0,22
326771007,period_11_30,1.0,23
326771007,period_7_00,1.0,14
326846278,period_11_00,1.24,22
326848001,period_0_00,1.96,0
326848001,period_11_00,1.0,22
326848001,period_23_30,1.64,47
326848004,period_0_00,1.72,0
326848004,period_23_30,2.2,47
326848006,period_10_00,1.0,20
326848006,period_10_30,1.24,21
326848006,period_11_00,1.0,22
326848006,period_11_30,1.0,23
326848006,period_12_00,1.0,24
326848006,period_12_30,1.0,25
326848006,period_23_00,1.0,46
326848006,period_7_00,1.0,14
326848006,period_8_30,1.0,17
326848006,period_9_00,1.48,18
326848006,period_9_30,1.0,19
326848010,period_13_30,1.24,27
326848010,period_14_00,1.24,28
326848010,period_14_30,1.24,29
326848010,period_15_00,1.24,30
326848010,period_15_30,1.24,31
326848017,period_0_00,1.73,0
326848017,period_23_30,1.64,47
326848017,period_9_30,1.48,19
326848021,period_0_00,1.72,0
326848021,period_23_30,1.72,47
326848022,period_15_00,1.0,30
326848022,period_2_30,1.0,5
326848022,period_3_00,1.0,6
326848022,period_3_30,1.0,7
326848022,period_4_00,1.0,8
326848022,period_4_30,1.0,9
326848022,period_6_30,1.0,13
326848024,period_14_00,1.0,28
326848024,period_7_00,1.0,14
326849840,period_0_30,1.24,1
326849842,period_11_30,1.56,23
326849842,period_13_30,1.18,27
326849842,period_14_00,1.24,28
326849842,period_1_30,1.75,3
326849842,period_2_00,2.2,4
326849846,period_10_00,2.2,20
326849846,period_14_00,1.0,28
326849846,period_15_00,1.0,30
326849846,period_3_00,1.0,6
326849846,period_3_30,1.0,7
326849846,period_4_00,1.0,8
326849846,period_4_30,1.0,9
326849846,period_5_00,1.0,10
326849846,period_5_30,1.0,11
326849846,period_6_00,1.0,12
326849846,period_6_30,1.0,13
326849846,period_7_00,1.0,14
326849846,period_7_30,1.0,15
326849847,period_5_00,1.0,10
326849847,period_5_30,1.0,11
326849847,period_6_00,1.0,12
326849847,period_7_30,1.0,15
326849848,period_0_00,1.0,0
326849848,period_13_30,2.2,27
326849848,period_5_00,1.0,10
326849849,period_13_30,2.2,27
326849849,period_3_30,1.0,7
326849849,period_4_00,1.0,8
326849849,period_5_30,1.0,11
326849849,period_6_00,1.0,12
326849849,period_6_30,1.0,13
326849849,period_7_30,1.0,15
326849852,period_6_00,1.0,12
327048052,period_11_00,1.0,22
327048052,period_1_30,1.48,3
327048058,period_10_30,2.2,21
327048058,period_14_00,1.72,28
327048058,period_8_00,1.48,16
327074920,period_0_00,1.72,0
327074920,period_0_30,1.87,1
327074920,period_13_30,1.48,27
327074920,period_14_00,1.64,28
327074920,period_3_30,2.15,7
327074920,period_4_00,2.12,8
327074920,period_8_00,2.1,16
327090281,period_13_00,1.0,26
327090281,period_13_30,1.24,27
327090281,period_14_00,1.24,28
327090281,period_14_30,1.24,29
327090281,period_15_00,1.24,30
327090281,period_3_00,1.24,6
327090281,period_3_30,1.96,7
327090281,period_8_00,1.96,16
327090281,period_9_30,1.24,19
327090284,period_9_00,1.0,18
327097630,period_12_00,2.2,24
327097630,period_13_30,2.2,27
327097630,period_1_30,2.2,3
327097630,period_4_30,1.0,9
327097634,period_2_00,1.2,4
327097636,period_11_30,1.24,23
327097636,period_12_30,1.96,25
327097636,period_13_30,1.96,27
327097636,period_14_00,1.48,28
327097636,period_2_00,1.0,4
327097636,period_3_00,1.48,6
327097640,period_14_00,2.2,28
327097640,period_1_30,1.24,3
327097640,period_4_30,1.24,9
327097640,period_5_00,1.24,10
327097648,period_11_00,1.72,22
327097648,period_11_30,1.8,23
327097648,period_12_00,1.72,24
327097648,period_14_00,2.08,28
327097648,period_15_00,1.0,30
327097648,period_1_30,1.88,3
327097648,period_2_00,2.04,4
327097648,period_3_00,1.0,6
327097648,period_5_00,1.0,10
327097648,period_6_00,1.0,12
327097648,period_6_30,1.0,13
327097648,period_7_00,1.0,14
327097648,period_7_30,1.0,15
327097661,period_0_00,1.6,0
327097661,period_14_00,1.48,28
327097661,period_23_30,1.48,47
327097662,period_0_00,1.79,0
327097662,period_14_00,1.66,28
327181427,period_10_30,1.8,21
327181427,period_12_00,1.9,24
327181427,period_13_30,1.99,27
327181427,period_14_00,1.38,28
327181427,period_14_30,1.0,29
327181427,period_1_30,1.94,3
327181427,period_2_00,1.85,4
327181427,period_2_30,1.0,5
327181427,period_3_00,1.0,6
327181427,period_3_30,1.0,7
327181427,period_4_00,1.0,8
327181427,period_4_30,1.0,9
327181427,period_5_00,1.0,10
327181427,period_5_30,1.0,11
327181427,period_6_00,1.0,12
327181427,period_6_30,1.0,13
327181427,period_7_00,1.0,14
327181427,period_7_30,1.0,15
327181427,period_8_00,1.0,16
327181428,period_10_30,1.8,21
327181428,period_11_30,1.24,23
327181428,period_12_00,1.93,24
327181428,period_13_30,2.04,27
327181428,period_14_00,1.5,28
327181428,period_14_30,1.0,29
327181428,period_1_30,1.62,3
327181428,period_2_00,1.69,4
327181428,period_2_30,1.0,5
327181428,period_3_00,1.21,6
327181428,period_3_30,1.0,7
327181428,period_4_00,1.0,8
327181428,period_4_30,1.04,9
327181428,period_5_00,1.08,10
327181428,period_5_30,1.0,11
327181428,period_6_00,1.0,12
327181428,period_6_30,1.0,13
327181428,period_7_00,1.0,14
327181428,period_7_30,1.0,15
327181428,period_8_00,1.0,16
327181433,period_10_00,2.2,20
327181433,period_11_00,1.8,22
327181433,period_1_30,2.2,3
327181434,period_10_00,1.78,20
327181434,period_11_00,2.2,22
327181434,period_1_30,1.6,3
327181435,period_10_00,1.6,20
327181435,period_11_00,2.2,22
327181435,period_12_00,1.8,24
327181435,period_13_30,1.72,27
327181435,period_14_00,1.72,28
327181435,period_2_00,2.08,4
327181435,period_4_00,1.0,8
327181435,period_5_30,1.0,11
327181435,period_6_30,1.0,13
327181435,period_7_00,1.0,14
327181435,period_7_30,1.0,15
327427168,period_0_00,1.72,0
327427168,period_0_30,1.0,1
327427168,period_11_00,1.24,22
327427168,period_13_00,1.24,26
327427168,period_8_30,1.24,17
327427169,period_0_30,1.24,1
327427169,period_13_00,1.56,26
327427169,period_8_30,1.48,17
328168531,period_0_00,1.64,0
328168531,period_0_30,1.48,1
328168531,period_10_00,1.4,20
328168531,period_15_30,1.0,31
328168531,period_23_30,1.6,47
328168531,period_3_30,1.36,7
328168531,period_4_00,1.0,8
328168531,period_4_30,1.12,9
328168531,period_5_00,1.32,10
328168531,period_6_00,1.0,12
328168531,period_7_30,1.24,15
328168531,period_9_30,1.84,19
328168532,period_0_00,1.06,0
328168532,period_0_30,1.36,1
328168532,period_10_00,1.36,20
328168532,period_15_30,1.0,31
328168532,period_3_30,1.3,7
328168532,period_4_00,1.24,8
328168532,period_4_30,1.0,9
328168532,period_5_00,1.0,10
328168532,period_7_30,1.0,15
329878176,period_10_30,1.51,21
329878176,period_2_00,1.88,4
329878176,period_2_30,1.72,5
329878177,period_13_30,1.24,27
329878177,period_14_00,1.24,28
329878177,period_14_30,1.24,29
329878177,period_15_00,1.24,30
329878177,period_15_30,1.24,31
329878177,period_3_00,1.24,6
329878177,period_4_00,2.02,8
329878177,period_4_30,2.2,9
329878177,period_9_00,1.24,18
329878178,period_10_00,1.0,20
329878178,period_10_30,1.0,21
329878178,period_11_00,1.0,22
329878178,period_11_30,1.0,23
329878178,period_12_00,1.0,24
329878178,period_12_30,1.0,25
329878178,period_13_30,1.24,27
329878178,period_14_00,1.24,28
329878178,period_14_30,1.24,29
329878178,period_15_00,1.28,30
329878178,period_15_30,1.16,31
329878178,period_23_00,1.0,46
329878178,period_3_00,1.24,6
329878178,period_5_30,1.24,11
329878178,period_7_00,1.0,14
329878178,period_8_30,1.0,17
329878178,period_9_00,1.08,18
329878178,period_9_30,1.0,19
329878179,period_10_00,1.72,20
329878179,period_10_30,1.0,21
329878179,period_12_00,1.72,24
329878179,period_23_00,1.72,46
329878181,period_11_30,1.24,23
329878181,period_13_30,1.24,27
329878181,period_14_00,1.24,28
329878181,period_14_30,1.24,29
329878181,period_15_00,1.24,30
329878181,period_15_30,1.24,31
329878181,period_3_00,1.24,6
329878181,period_4_30,1.24,9
329878181,period_5_30,1.24,11
329878181,period_9_00,1.24,18
329878182,period_11_30,1.72,23
329878182,period_13_30,1.72,27
329878182,period_14_00,1.48,28
329878182,period_14_30,1.72,29
329878182,period_3_00,1.72,6
329878182,period_4_30,1.24,9
329878182,period_5_30,1.48,11
329878184,period_5_30,1.0,11
329878184,period_6_00,1.0,12
329878184,period_7_30,1.0,15
329878186,period_11_00,1.0,22
329878186,period_11_30,1.0,23
329878186,period_12_00,1.0,24
329878186,period_12_30,1.0,25
329878186,period_13_30,1.24,27
329878186,period_14_00,1.12,28
329878186,period_14_30,1.24,29
329878186,period_15_00,1.0,30
329878186,period_15_30,1.24,31
329878186,period_2_30,1.0,5
329878186,period_3_00,1.06,6
329878186,period_3_30,1.0,7
329878186,period_4_00,1.0,8
329878186,period_4_30,1.04,9
329878186,period_5_00,1.0,10
329878186,period_5_30,1.04,11
329878186,period_6_00,1.0,12
329878186,period_6_30,1.0,13
329878186,period_7_00,1.0,14
329878186,period_7_30,1.0,15
329878186,period_9_00,1.12,18
329878187,period_3_30,1.0,7
329878187,period_4_00,1.0,8
329878187,period_5_00,1.0,10
329878187,period_5_30,1.0,11
329878187,period_6_00,1.0,12
329878187,period_6_30,1.0,13
329878187,period_7_00,1.0,14
330035859,period_10_00,1.96,20
330035859,period_10_30,1.78,21
330035859,period_12_00,1.96,24
330035859,period_3_00,1.53,6
330035859,period_3_30,1.48,7
330035859,period_4_00,1.24,8
330035859,period_4_30,1.48,9
330035859,period_5_00,1.72,10
330035859,period_5_30,1.12,11
330035859,period_7_00,1.24,14
330035861,period_0_00,2.2,0
330035861,period_0_30,2.2,1
330035861,period_10_00,1.0,20
330035861,period_10_30,2.2,21
330035861,period_12_00,2.2,24
330035861,period_14_00,2.2,28
330035861,period_14_30,1.0,29
330035861,period_1_00,2.2,2
330035861,period_4_30,1.0,9
330035861,period_5_00,1.72,10
330035861,period_5_30,1.96,11
330035861,period_8_00,1.0,16
330035861,period_8_30,1.0,17
330035862,period_10_00,1.0,20
330035862,period_10_30,1.0,21
330035862,period_13_00,1.1,26
330035862,period_13_30,1.04,27
330035862,period_14_00,1.0,28
330035862,period_14_30,1.0,29
330035862,period_15_00,1.0,30
330035862,period_15_30,1.0,31
330035862,period_23_30,1.0,47
330035862,period_3_30,1.0,7
330035862,period_4_00,1.0,8
330035862,period_4_30,1.0,9
330035862,period_5_30,1.0,11
330035862,period_6_00,1.0,12
330035862,period_6_30,1.01,13
330035862,period_7_30,1.0,15
330035862,period_8_00,1.0,16
330035862,period_8_30,1.0,17
330035862,period_9_00,1.0,18
330035864,period_13_30,1.0,27
330035864,period_14_00,1.0,28
330035864,period_14_30,1.0,29
330035864,period_9_00,1.0,18
330035865,period_10_00,1.0,20
330035865,period_10_30,1.0,21
330035865,period_13_30,1.0,27
330035865,period_14_00,1.0,28
330035865,period_14_30,1.0,29
330035865,period_15_00,1.0,30
330035865,period_15_30,1.0,31
330035865,period_23_30,1.0,47
330035865,period_3_30,1.0,7
330035865,period_4_00,1.0,8
330035865,period_4_30,1.0,9
330035865,period_5_00,1.0,10
330035865,period_6_00,1.0,12
330035865,period_6_30,1.0,13
330035865,period_7_30,1.0,15
330035865,period_8_00,1.0,16
330035865,period_9_00,1.0,18
330035866,period_10_00,1.0,20
330035866,period_10_30,1.0,21
330035866,period_14_00,1.0,28
330035866,period_14_30,1.0,29
330035866,period_15_00,1.0,30
330035866,period_15_30,1.0,31
330035866,period_23_30,1.0,47
330035866,period_4_00,1.0,8
330035866,period_4_30,1.0,9
330035866,period_5_30,1.0,11
330035866,period_6_00,1.0,12
330035866,period_6_30,1.0,13
330035866,period_7_30,1.0,15
330035866,period_8_00,1.0,16
330071250,period_10_00,1.4,20
330071250,period_10_30,1.0,21
330071250,period_13_30,1.72,27
330071250,period_23_30,1.0,47
330071250,period_3_00,1.72,6
330071250,period_3_30,1.72,7
330071250,period_4_30,1.72,9
330071250,period_5_00,2.08,10
330071250,period_5_30,1.24,11
330071250,period_7_00,1.56,14
330071250,period_8_30,1.0,17
330071250,period_9_30,1.0,19
330071253,period_12_00,1.96,24
330071253,period_12_30,1.48,25
330071253,period_7_30,1.48,15
330071254,period_10_00,1.0,20
330071254,period_10_30,1.0,21
330071254,period_12_00,2.2,24
330071254,period_12_30,1.0,25
330071254,period_13_30,1.0,27
330071254,period_14_00,1.0,28
330071254,period_14_30,1.0,29
330071254,period_15_00,1.0,30
330071254,period_23_30,1.0,47
330071254,period_3_30,1.0,7
330071254,period_4_00,1.0,8
330071254,period_4_30,1.0,9
330071254,period_5_00,1.0,10
330071254,period_6_00,1.0,12
330071254,period_7_30,1.0,15
330071254,period_8_00,1.0,16
330071254,period_9_00,1.0,18
330237273,period_6_00,1.0,12
330237274,period_10_00,1.36,20
330237274,period_4_00,1.24,8
330237274,period_6_00,1.0,12
330237274,period_7_30,1.6,15
330239278,period_15_30,1.0,31
330239278,period_5_00,1.24,10
330239278,period_6_00,1.24,12
330239278,period_9_30,2.2,19
330239279,period_0_00,1.28,0
330239279,period_0_30,1.4,1
330239279,period_10_00,1.31,20
330239279,period_15_30,1.2,31
330239279,period_23_30,1.2,47
330239279,period_3_30,1.23,7
330239279,period_4_00,1.45,8
330239279,period_4_30,1.33,9
330239279,period_5_00,1.43,10
330239279,period_6_00,1.37,12
330239279,period_7_00,1.12,14
330239279,period_7_30,1.43,15
330239279,period_9_30,1.34,19
330239280,period_0_00,2.2,0
330239280,period_0_30,2.2,1
330239280,period_9_30,2.2,19
330374257,period_14_00,1.24,28
330374257,period_2_00,2.04,4
330374257,period_9_00,1.48,18
330374261,period_0_00,1.84,0
330374261,period_23_30,1.72,47
330374261,period_2_00,2.2,4
330374261,period_5_00,2.2,10
330374261,period_9_00,1.96,18
330374266,period_10_30,1.77,21
330374269,period_10_30,1.72,21
330374271,period_0_00,1.78,0
330374271,period_10_30,1.48,21
330374271,period_23_30,1.78,47
330374273,period_0_00,1.69,0
330374273,period_23_30,1.66,47
330374285,period_0_00,1.72,0
330374285,period_23_30,1.48,47
330374285,period_4_00,1.0,8
330374295,period_14_00,1.41,28
330374295,period_2_00,1.24,4
330374298,period_14_00,1.96,28
330378025,period_0_00,1.78,0
330378025,period_14_00,1.96,28
330378025,period_23_30,1.9,47
330378031,period_0_00,1.68,0
330378031,period_23_30,1.6,47
330378032,period_0_00,1.48,0
330378032,period_15_00,2.2,30
330378032,period_23_30,1.96,47
330378033,period_4_00,1.06,8
330532280,period_11_30,1.24,23
330532280,period_22_30,1.0,45
330532280,period_4_30,1.24,9
330532280,period_5_30,1.24,11
330532283,period_1_00,1.48,2
330532283,period_3_30,1.24,7
330532283,period_8_00,1.24,16
330532285,period_0_00,1.48,0
330532285,period_11_30,1.24,23
330532285,period_1_00,1.24,2
330532285,period_3_30,1.0,7
330532285,period_4_30,1.24,9
330532285,period_5_30,1.24,11
330532288,period_11_30,1.24,23
330532288,period_22_30,1.0,45
330532288,period_5_30,1.24,11
330532292,period_3_30,1.24,7
330532302,period_0_00,1.6,0
330532302,period_11_00,1.84,22
330532302,period_11_30,1.24,23
330532302,period_1_30,1.6,3
330532302,period_8_00,1.96,16
330532302,period_8_30,1.84,17
330532303,period_11_00,1.48,22
330532303,period_11_30,1.0,23
330532303,period_1_30,2.2,3
330532304,period_1_00,1.96,2
330532304,period_1_30,1.72,3
330532305,period_11_30,1.72,23
330532305,period_8_30,1.36,17
330532306,period_0_00,1.08,0
330532306,period_11_00,2.2,22
330532306,period_11_30,2.2,23
330532306,period_1_00,1.48,2
330532306,period_1_30,1.35,3
330532306,period_22_30,1.0,45
330532306,period_8_30,1.24,17
330532309,period_1_00,1.8,2
330532309,period_1_30,1.6,3
330532309,period_22_30,1.0,45
330532312,period_0_00,1.82,0
330532312,period_1_30,1.32,3
330532312,period_23_30,1.77,47
330532314,period_0_00,1.69,0
330532314,period_23_30,1.82,47
330532317,period_0_00,1.72,0
330532317,period_11_00,1.72,22
330532317,period_1_00,1.6,2
330532317,period_1_30,2.2,3
330532317,period_23_30,1.48,47
330532319,period_0_00,1.0,0
330532319,period_0_30,1.0,1
330532319,period_11_30,2.2,23
330532319,period_13_00,2.2,26
330532319,period_23_30,1.0,47
330532319,period_8_30,1.72,17
330532328,period_0_00,1.59,0
330532328,period_23_30,1.84,47
330532332,period_0_00,1.72,0
330532332,period_10_30,2.2,21
330532332,period_12_30,2.2,25
330532332,period_13_00,1.36,26
330532332,period_13_30,2.2,27
330532332,period_23_30,1.96,47
330532332,period_2_00,2.2,4
330532335,period_10_30,1.72,21
330532335,period_11_30,1.6,23
330532335,period_12_30,1.96,25
330532335,period_13_00,1.0,26
330532335,period_13_30,1.72,27
330532335,period_14_00,1.48,28
330532335,period_18_30,1.72,37
330532335,period_2_00,1.4,4
330532335,period_4_30,1.24,9
330532335,period_5_00,1.32,10
330532335,period_8_00,1.6,16
330532340,period_11_00,1.24,22
330532340,period_13_00,1.96,26
330532343,period_10_30,1.96,21
330532343,period_11_00,1.96,22
330532343,period_13_00,1.94,26
330532348,period_0_30,1.0,1
330532348,period_11_30,1.24,23
330532351,period_11_00,1.0,22
330532351,period_4_00,2.2,8
330532355,period_0_30,1.0,1
330532355,period_11_00,1.08,22
330532355,period_11_30,1.0,23
330532355,period_13_00,1.24,26
330532355,period_1_00,2.2,2
330532355,period_8_30,1.48,17
330532357,period_0_30,2.2,1
330532357,period_11_30,1.24,23
330532357,period_13_00,1.0,26
330532361,period_0_30,1.16,1
330532361,period_1_00,1.1,2
330532361,period_1_30,1.35,3
330532361,period_8_30,1.0,17
330532363,period_0_30,1.72,1
330532363,period_1_30,2.2,3
330532364,period_5_30,1.24,11
330539272,period_10_00,1.0,20
330539272,period_11_00,1.0,22
330539272,period_11_30,1.24,23
330539272,period_12_00,1.0,24
330539272,period_12_30,1.0,25
330539272,period_5_00,1.99,10
330539272,period_5_30,2.2,11
330539272,period_6_00,2.2,12
330539272,period_6_30,2.2,13
330539272,period_9_00,1.0,18
330654862,period_11_00,1.48,22
339313797,period_13_00,1.0,26
339315416,period_13_00,1.0,26
339315416,period_22_00,1.0,44
339321612,period_13_00,1.0,26
339321612,period_1_00,1.0,2
339321612,period_22_00,1.0,44
358035432,period_4_30,2.2,9
359007396,period_14_30,1.24,29
359007396,period_15_00,1.24,30
359007396,period_15_30,1.24,31
359007396,period_3_30,2.08,7
359019799,period_3_30,1.0,7
359019801,period_3_30,1.0,7
359262463,period_3_30,1.14,7
359263749,period_1_00,2.2,2
359488312,period_0_30,1.0,1
359549084,period_10_00,1.72,20
359549084,period_13_00,1.72,26
359549084,period_13_30,1.48,27
359549084,period_14_00,1.8,28
359549084,period_15_30,1.72,31
359549084,period_19_30,2.2,39
359549084,period_23_00,1.72,46
359549084,period_2_00,1.48,4
359549084,period_4_00,1.72,8
359549084,period_5_00,1.0,10
359549084,period_5_30,1.48,11
359549084,period_6_30,2.2,13
359549084,period_8_00,1.48,16
359549084,period_8_30,1.0,17
359550384,period_1_00,2.2,2
359550384,period_1_30,2.2,3
359550387,period_1_00,1.72,2
359550387,period_1_30,1.72,3
359550390,period_12_30,1.0,25
359550390,period_14_00,1.6,28
359550390,period_14_30,1.36,29
359550390,period_15_00,1.0,30
359550390,period_1_00,1.88,2
359550390,period_23_00,1.0,46
359550390,period_3_00,1.0,6
359550390,period_3_30,1.0,7
359550390,period_6_30,1.0,13
359552103,period_0_00,1.1,0
359552103,period_0_30,1.28,1
359552103,period_10_00,1.0,20
359552103,period_12_00,1.08,24
359552103,period_13_00,1.24,26
359552103,period_1_00,1.0,2
359552105,period_3_30,1.4,7
359552105,period_4_00,2.2,8
359552105,period_4_30,2.2,9
359552105,period_7_00,2.2,14
359552106,period_1_00,1.9,2
359552106,period_1_30,1.78,3
359552106,period_3_30,1.48,7
359552106,period_4_00,2.2,8
359552106,period_4_30,2.2,9
359552106,period_6_00,1.0,12
359552106,period_7_00,1.96,14
359552516,period_1_00,2.03,2
359552516,period_1_30,2.0,3
361096388,period_10_00,1.0,20
361096388,period_13_30,1.0,27
361096388,period_15_00,1.0,30
361096388,period_15_30,1.0,31
361096388,period_4_30,1.0,9
361096388,period_5_00,1.0,10
361096388,period_9_00,1.0,18
363261627,period_3_30,1.0,7
363261629,period_3_30,1.0,7
363261631,period_3_30,1.0,7
366065240,period_10_00,1.1,20
366065240,period_10_30,1.43,21
366065240,period_11_00,1.05,22
366065240,period_11_30,1.24,23
366065240,period_12_00,1.2,24
366065240,period_12_30,1.16,25
366065240,period_13_30,1.5,27
366065240,period_23_00,1.03,46
366065240,period_4_30,1.24,9
366065240,period_5_00,1.24,10
366065240,period_5_30,1.24,11
366065240,period_7_00,1.03,14
366065240,period_8_30,1.0,17
366065240,period_9_00,1.0,18
366065240,period_9_30,1.0,19
366065241,period_10_00,1.63,20
366065241,period_10_30,1.0,21
366065241,period_11_00,1.0,22
366065241,period_11_30,1.19,23
366065241,period_12_00,1.36,24
366065241,period_13_30,1.65,27
366065241,period_14_00,1.48,28
366065241,period_14_30,1.96,29
366065241,period_23_00,2.2,46
366065241,period_23_30,1.0,47
366065241,period_5_00,1.24,10
366065241,period_5_30,1.24,11
366065241,period_6_30,1.0,13
366065241,period_8_30,1.0,17
366065242,period_10_00,1.72,20
366065242,period_11_30,1.24,23
366065242,period_12_30,1.0,25
366065242,period_13_30,1.08,27
366065242,period_5_00,1.24,10
366065242,period_5_30,1.24,11
366065242,period_9_00,1.0,18
366065242,period_9_30,1.0,19
366094561,period_0_00,1.48,0
366094561,period_0_30,2.12,1
366094561,period_10_00,1.0,20
366094561,period_1_30,1.6,3
366094561,period_2_00,1.48,4
366094561,period_4_00,2.08,8
366094561,period_7_00,1.0,14
366094561,period_9_00,1.0,18
366094563,period_10_00,1.0,20
366094563,period_10_30,1.0,21
366094563,period_11_00,1.0,22
367977462,period_0_00,1.66,0
367977462,period_23_30,1.69,47
367999464,period_0_00,1.67,0
367999464,period_1_00,1.0,2
367999464,period_23_30,1.78,47
368396813,period_0_00,1.48,0
368396813,period_0_30,1.08,1
368396813,period_11_00,1.05,22
368396813,period_1_00,1.2,2
368396813,period_1_30,1.13,3
368396813,period_23_30,1.24,47
368785549,period_0_00,2.2,0
368785549,period_0_30,2.2,1
368785549,period_10_00,1.72,20
368785549,period_15_00,1.72,30
368785549,period_15_30,1.14,31
368785549,period_23_30,2.2,47
368785549,period_3_30,1.43,7
368785549,period_4_00,1.38,8
368785549,period_4_30,1.48,9
368785549,period_5_00,1.57,10
368785549,period_6_00,1.4,12
368785549,period_7_00,2.2,14
368785549,period_7_30,1.4,15
368785549,period_9_30,1.32,19
368785551,period_15_00,1.0,30
368785551,period_3_30,1.0,7
