street_id,period,los_float,period_idx
189017092,period_0_00,1.48,0
189017092,period_23_30,1.96,47
189017094,period_0_00,1.6,0
189017094,period_23_30,1.6,47
189017097,period_0_00,1.48,0
189017097,period_23_30,1.48,47
189017098,period_0_00,1.96,0
189017098,period_23_30,1.48,47
189017100,period_0_00,1.72,0
189017100,period_23_30,1.0,47
189017129,period_0_00,1.79,0
189017129,period_23_30,1.76,47
189027760,period_0_00,1.72,0
189027760,period_10_30,1.54,21
189027760,period_23_30,1.24,47
189027764,period_10_30,1.0,21
189027774,period_0_00,1.76,0
189027774,period_23_30,1.74,47
189027792,period_0_00,1.72,0
189027792,period_23_30,1.96,47
189027798,period_0_00,1.66,0
189027798,period_23_30,2.08,47
189027807,period_0_00,1.72,0
189027807,period_23_30,1.48,47
189027814,period_0_00,1.64,0
189027814,period_23_30,1.4,47
189027824,period_0_00,1.79,0
189027824,period_23_30,1.61,47
189067596,period_0_00,1.8,0
189067596,period_23_30,1.72,47
189084243,period_0_00,1.48,0
189084243,period_23_30,1.72,47
189165773,period_0_00,1.6,0
189165773,period_10_00,1.96,20
189165773,period_11_00,1.24,22
189165773,period_23_30,1.61,47
189165776,period_0_00,1.65,0
189165776,period_10_00,1.96,20
189165776,period_23_30,1.77,47
189165777,period_0_00,1.96,0
189165777,period_10_00,1.96,20
189165777,period_23_30,1.24,47
189165780,period_8_00,1.64,16
189165785,period_8_00,1.24,16
189165791,period_0_00,1.48,0
189165791,period_1_00,2.2,2
189165791,period_22_30,2.2,45
189165791,period_3_30,1.72,7
189165792,period_0_00,2.2,0
189165792,period_3_30,1.0,7
189165792,period_8_00,1.72,16
189193711,period_1_00,2.2,2
190241088,period_11_30,2.08,23
190241088,period_12_00,2.2,24
190241088,period_2_00,2.2,4
190241089,period_10_00,1.48,20
190241089,period_13_30,1.0,27
190241089,period_14_30,2.2,29
190241089,period_1_30,2.2,3
190241089,period_23_00,1.96,46
191666357,period_10_30,1.72,21
191666382,period_22_30,1.0,45
191666382,period_3_30,1.0,7
191666382,period_8_00,1.48,16
191937819,period_0_30,1.96,1
191937819,period_11_00,2.2,22
191937819,period_13_00,1.48,26
191937819,period_1_00,2.2,2
191937819,period_1_30,1.84,3
191937825,period_0_00,1.24,0
191937830,period_11_00,2.2,22
191937833,period_22_30,1.0,45
191937834,period_0_30,1.42,1
191937834,period_11_00,1.62,22
191937834,period_11_30,1.21,23
191937834,period_8_30,1.48,17
191937836,period_11_30,1.6,23
191937836,period_8_30,1.72,17
191937848,period_11_30,2.2,23
191937850,period_1_00,1.0,2
192289431,period_8_00,1.48,16
192289437,period_11_30,1.72,23
192289437,period_5_30,1.72,11
192289444,period_0_30,1.0,1
192289444,period_11_00,1.0,22
192289446,period_11_00,1.24,22
192289446,period_8_30,1.0,17
192289449,period_11_00,1.72,22
192289449,period_1_30,1.19,3
192289453,period_11_00,2.2,22
192289453,period_1_00,1.0,2
192289453,period_1_30,1.84,3
192289456,period_11_00,1.6,22
192289456,period_11_30,1.48,23
192289456,period_8_30,1.0,17
192289458,period_11_00,1.48,22
192289458,period_11_30,1.96,23
192289476,period_0_00,1.24,0
192289476,period_11_00,1.56,22
192289476,period_11_30,2.2,23
192289476,period_8_00,1.12,16
192289478,period_1_00,1.24,2
192289478,period_1_30,1.36,3
192289478,period_22_30,1.0,45
192289478,period_4_30,1.24,9
192289478,period_5_30,1.24,11
192289484,period_1_00,1.48,2
192289484,period_1_30,1.12,3
192289484,period_22_30,1.0,45
192289486,period_0_30,1.0,1
192289486,period_11_00,1.0,22
192289486,period_1_30,1.24,3
192289486,period_8_30,1.24,17
192289490,period_11_30,1.96,23
192289490,period_4_30,1.6,9
192289490,period_5_30,1.6,11
192289491,period_4_30,1.24,9
192289502,period_0_30,1.0,1
192289502,period_11_30,1.48,23
192289502,period_8_30,1.0,17
192289503,period_0_30,1.24,1
192289503,period_11_00,2.02,22
192289503,period_11_30,1.0,23
192289503,period_1_30,1.0,3
192289503,period_8_30,1.96,17
192289504,period_0_30,1.0,1
192289504,period_11_00,1.56,22
192289504,period_11_30,1.54,23
192289504,period_8_30,1.0,17
192512308,period_11_00,1.0,22
192512308,period_8_30,1.0,17
192512312,period_1_00,1.48,2
192512316,period_0_00,1.0,0
192512316,period_1_00,1.6,2
192512316,period_22_30,1.0,45
192512333,period_3_30,1.05,7
192512333,period_8_00,1.0,16
192512335,period_5_30,1.24,11
192512337,period_4_30,1.24,9
192512347,period_10_30,1.48,21
192512365,period_8_00,1.48,16
192512367,period_13_30,1.78,27
192512371,period_3_30,1.24,7
192512371,period_8_00,1.16,16
192512383,period_8_00,1.84,16
192512411,period_8_00,2.2,16
192512415,period_9_30,2.2,19
192680173,period_13_30,1.48,27
192923513,period_13_30,1.48,27
193085687,period_5_30,1.36,11
193085695,period_11_30,1.48,23
193085695,period_13_30,2.2,27
193085695,period_4_30,1.24,9
193085698,period_11_30,1.24,23
193085698,period_13_30,1.96,27
193085698,period_4_30,1.24,9
193085698,period_5_30,1.24,11
193085708,period_13_30,1.0,27
193085708,period_4_30,1.24,9
193085708,period_5_30,1.24,11
193092894,period_0_30,2.2,1
193092894,period_13_30,1.24,27
193092894,period_3_30,1.96,7
193092894,period_4_00,2.2,8
193092894,period_8_00,1.72,16
193092895,period_0_30,1.96,1
193092898,period_14_00,1.0,28
193092898,period_3_30,1.0,7
193092898,period_5_30,1.0,11
193092898,period_6_30,1.0,13
193092898,period_7_00,1.0,14
193092901,period_13_30,2.2,27
193514972,period_9_30,1.24,19
193514976,period_9_30,2.2,19
193616433,period_10_30,2.2,21
193729354,period_23_30,1.48,47
195672066,period_0_30,1.42,1
195672066,period_10_00,1.84,20
195672066,period_10_30,2.2,21
195672066,period_12_00,1.88,24
195672066,period_13_30,2.2,27
195672066,period_14_00,2.2,28
195672066,period_2_00,1.96,4
195672066,period_3_00,1.48,6
195672066,period_4_30,1.0,9
195672066,period_5_00,1.6,10
195672066,period_5_30,2.2,11
195672066,period_6_00,1.36,12
196966060,period_0_30,1.72,1
196966060,period_10_30,2.2,21
196966060,period_1_00,1.96,2
196966060,period_5_00,1.24,10
196966072,period_0_00,1.96,0
196966072,period_0_30,1.54,1
196966072,period_1_00,2.2,2
196966090,period_3_30,1.58,7
196966090,period_4_00,1.48,8
196966090,period_4_30,1.58,9
196966094,period_3_30,1.96,7
196966094,period_4_00,1.72,8
196966094,period_4_30,1.72,9
196966100,period_0_30,1.48,1
197125475,period_0_30,1.72,1
197557712,period_3_00,1.08,6
197557712,period_4_30,2.2,9
197557712,period_5_00,1.48,10
197803941,period_16_00,2.2,32
197803953,period_10_00,1.0,20
197803953,period_10_30,1.0,21
197803953,period_12_30,1.0,25
197803953,period_13_30,1.05,27
197803953,period_14_00,1.0,28
197803953,period_14_30,1.0,29
197803953,period_15_00,1.0,30
197803953,period_15_30,1.0,31
197803953,period_23_30,1.0,47
197803953,period_3_30,1.26,7
197803953,period_4_00,1.0,8
197803953,period_4_30,1.0,9
197803953,period_5_00,1.0,10
197803953,period_6_00,1.0,12
197803953,period_6_30,1.0,13
197803953,period_7_30,1.0,15
197803953,period_8_00,1.0,16
197803953,period_8_30,1.0,17
197803953,period_9_00,1.0,18
197803957,period_10_30,1.0,21
197803957,period_12_30,1.0,25
197803957,period_13_30,1.0,27
197803957,period_14_00,1.0,28
197803957,period_14_30,1.0,29
197803957,period_15_00,1.0,30
197803957,period_6_00,1.0,12
197803957,period_6_30,1.0,13
197803957,period_8_00,1.0,16
197804026,period_0_30,1.96,1
197804026,period_14_00,1.24,28
197804026,period_14_30,1.0,29
197804026,period_3_30,1.0,7
197804026,period_5_30,1.0,11
197804026,period_7_30,1.0,15
197804036,period_10_00,1.0,20
197804036,period_10_30,1.0,21
197804036,period_12_30,1.0,25
197804036,period_13_30,1.0,27
197804036,period_14_00,1.0,28
197804036,period_14_30,1.0,29
197804036,period_15_00,1.0,30
197804036,period_23_30,1.0,47
197804036,period_3_30,1.6,7
197804036,period_4_00,1.0,8
197804036,period_4_30,1.0,9
197804036,period_5_00,1.0,10
197804036,period_6_00,1.0,12
197804036,period_6_30,1.0,13
197804036,period_7_30,1.0,15
197804036,period_8_00,1.0,16
197804036,period_8_30,1.0,17
197804068,period_10_00,1.0,20
197804068,period_10_30,1.0,21
197804068,period_12_30,1.0,25
197804068,period_13_30,1.0,27
197804068,period_14_00,1.0,28
197804068,period_14_30,1.0,29
197804068,period_15_00,1.0,30
197804068,period_23_30,1.0,47
197804068,period_3_30,1.0,7
197804068,period_4_00,1.0,8
197804068,period_4_30,1.0,9
197804068,period_5_00,1.0,10
197804068,period_6_00,1.0,12
197804068,period_6_30,1.0,13
197804068,period_7_30,1.0,15
197804068,period_8_00,1.0,16
197804068,period_8_30,1.0,17
197804075,period_15_00,1.0,30
197804075,period_23_30,1.0,47
197804075,period_6_00,1.0,12
197804075,period_8_00,1.0,16
197982856,period_10_00,1.96,20
197982856,period_3_00,1.54,6
197982856,period_3_30,1.0,7
197982856,period_4_30,1.84,9
197982856,period_5_00,1.96,10
197982856,period_5_30,1.0,11
197982856,period_7_00,1.0,14
197995862,period_22_30,1.0,45
197995862,period_3_30,1.96,7
197996941,period_13_30,2.2,27
198047402,period_14_30,1.0,29
198047402,period_4_00,1.0,8
198047402,period_7_30,1.0,15
198047402,period_8_00,1.0,16
199161606,period_10_30,1.0,21
199161606,period_12_30,1.0,25
199161606,period_13_30,1.0,27
199161606,period_14_00,1.0,28
199161606,period_14_30,1.0,29
199161606,period_15_00,1.0,30
199161606,period_23_30,1.0,47
199161606,period_3_30,1.32,7
199161606,period_6_00,1.0,12
199161606,period_7_30,1.0,15
199161606,period_8_00,1.0,16
199161608,period_10_00,1.0,20
199161608,period_13_30,1.0,27
199161608,period_14_00,1.0,28
199161608,period_14_30,1.0,29
199161608,period_15_00,1.0,30
199161608,period_3_30,1.72,7
199161608,period_4_30,1.0,9
199161608,period_5_00,1.0,10
199161608,period_8_00,1.0,16
199161608,period_8_30,1.0,17
199161611,period_10_30,1.0,21
199161611,period_12_00,1.64,24
199161611,period_12_30,1.48,25
199161611,period_14_00,1.0,28
199161611,period_14_30,1.0,29
199161611,period_15_00,1.0,30
199161611,period_15_30,1.0,31
199161611,period_23_30,1.0,47
199161611,period_4_00,1.0,8
199161611,period_6_00,1.0,12
199161611,period_6_30,1.0,13
199161611,period_7_30,1.0,15
199161611,period_8_00,1.0,16
199161611,period_9_00,1.0,18
199161612,period_12_00,1.36,24
199161613,period_12_00,1.0,24
199161613,period_12_30,1.0,25
199161613,period_14_00,1.0,28
199161613,period_14_30,1.0,29
199161613,period_15_00,1.0,30
199161613,period_4_00,1.0,8
199161613,period_4_30,1.0,9
199161613,period_6_30,1.0,13
199161613,period_7_30,1.0,15
199161624,period_12_00,1.48,24
199161624,period_12_30,1.24,25
199161627,period_23_30,1.0,47
199161631,period_13_30,2.2,27
199161631,period_14_00,1.0,28
199161631,period_14_30,1.0,29
199161635,period_10_00,1.0,20
199161635,period_10_30,1.0,21
199161635,period_13_00,1.0,26
199161635,period_13_30,1.0,27
199161635,period_14_00,1.0,28
199161635,period_14_30,1.0,29
199161635,period_15_00,1.0,30
199161635,period_15_30,1.0,31
199161635,period_23_30,1.0,47
199161635,period_3_30,1.6,7
199161635,period_4_00,1.0,8
199161635,period_4_30,1.0,9
199161635,period_5_00,1.0,10
199161635,period_6_00,1.0,12
199161635,period_6_30,1.0,13
199161635,period_7_30,1.0,15
199161635,period_8_00,1.0,16
199161635,period_9_00,1.0,18
199161637,period_12_00,1.48,24
199161637,period_12_30,1.24,25
199161640,period_12_00,1.29,24
199161640,period_12_30,1.32,25
199161640,period_15_00,1.0,30
199161640,period_23_30,1.0,47
199161641,period_12_00,1.48,24
199161641,period_12_30,1.0,25
199222881,period_10_00,1.0,20
199222881,period_10_30,1.0,21
199222881,period_13_30,1.0,27
199222881,period_14_00,1.0,28
199222881,period_14_30,1.0,29
199222881,period_15_00,1.0,30
199222881,period_15_30,1.0,31
199222881,period_23_30,1.0,47
199222881,period_3_30,1.0,7
199222881,period_4_00,1.0,8
199222881,period_4_30,1.0,9
199222881,period_5_00,1.0,10
199222881,period_6_00,1.0,12
199222881,period_6_30,1.0,13
199222881,period_7_30,1.0,15
199222881,period_8_00,1.0,16
199222881,period_9_00,1.0,18
199222899,period_15_00,1.0,30
199222899,period_23_30,1.0,47
199222899,period_4_00,1.0,8
199222899,period_7_30,1.0,15
204704732,period_10_30,1.6,21
204704732,period_23_30,2.08,47
205341811,period_8_30,2.2,17
205521460,period_0_30,1.64,1
208937401,period_10_00,1.0,20
208937401,period_10_30,1.0,21
208937401,period_12_30,1.0,25
208937401,period_13_00,1.0,26
208937401,period_13_30,1.0,27
208937401,period_14_00,1.0,28
208937401,period_14_30,1.0,29
208937401,period_15_00,1.0,30
208937401,period_15_30,1.0,31
208937401,period_23_00,1.0,46
208937401,period_23_30,1.0,47
208937401,period_2_00,1.0,4
208937401,period_3_00,1.0,6
208937401,period_3_30,1.0,7
208937401,period_4_00,1.0,8
208937401,period_4_30,1.0,9
208937401,period_5_00,1.0,10
208937401,period_5_30,1.0,11
208937401,period_6_00,1.0,12
208937401,period_7_00,1.0,14
208937401,period_7_30,1.0,15
208937401,period_8_30,1.0,17
208937401,period_9_30,1.0,19
210268958,period_0_00,1.69,0
210268958,period_23_30,1.73,47
210268958,period_9_30,1.96,19
210268987,period_0_00,1.72,0
210268987,period_23_30,1.96,47
210772373,period_0_30,1.72,1
211062084,period_12_00,1.41,24
211062084,period_13_30,1.72,27
211062084,period_14_00,1.72,28
211062084,period_14_30,1.72,29
211062084,period_15_00,1.72,30
211062084,period_15_30,1.72,31
211063876,period_13_30,1.24,27
211063876,period_14_00,1.24,28
211063876,period_14_30,1.24,29
211063876,period_15_00,1.24,30
211063876,period_15_30,1.24,31
211063876,period_3_00,1.24,6
211064316,period_14_30,1.24,29
211064316,period_15_00,1.24,30
211064316,period_15_30,1.24,31
211064630,period_14_00,1.48,28
211064630,period_15_00,1.48,30
211064630,period_15_30,1.48,31
211064639,period_8_00,1.24,16
211066870,period_0_30,1.6,1
211067040,period_0_30,1.0,1
211067375,period_0_30,1.72,1
211067404,period_8_00,2.2,16
211068082,period_13_30,1.24,27
211068082,period_14_00,1.24,28
211068082,period_14_30,1.24,29
211068082,period_15_00,1.24,30
211068082,period_15_30,1.24,31
211068082,period_3_00,1.24,6
211077971,period_14_30,1.24,29
211077971,period_15_30,1.24,31
211080003,period_3_30,1.0,7
211081624,period_11_30,1.96,23
211081624,period_13_30,1.24,27
211081624,period_14_00,1.24,28
211081624,period_14_30,1.24,29
211081624,period_15_00,1.24,30
211081624,period_15_30,1.24,31
211081624,period_3_00,1.24,6
211081657,period_11_30,1.72,23
211081657,period_13_30,1.24,27
211081657,period_14_00,1.24,28
211081657,period_14_30,1.24,29
211081657,period_15_30,1.24,31
211083021,period_15_00,1.24,30
211408041,period_1_00,2.2,2
211408041,period_22_30,1.0,45
211408042,period_3_30,1.24,7
211408254,period_0_30,1.72,1
211408254,period_10_00,1.72,20
211408254,period_10_30,2.2,21
211408254,period_12_00,1.0,24
211408254,period_14_00,1.65,28
211408254,period_14_30,1.0,29
211408254,period_15_00,1.0,30
211408254,period_1_00,1.36,2
211408254,period_2_30,1.0,5
211408254,period_3_00,1.42,6
211408254,period_3_30,1.12,7
211408254,period_4_00,1.0,8
211408254,period_4_30,1.09,9
211408254,period_5_00,1.0,10
211408254,period_5_30,1.08,11
211408254,period_6_00,1.0,12
211408254,period_6_30,1.0,13
211408254,period_7_00,1.0,14
211408254,period_7_30,1.0,15
211408254,period_8_00,1.0,16
211408580,period_0_30,1.72,1
211408580,period_10_00,1.84,20
211408580,period_10_30,2.2,21
211408580,period_14_00,2.2,28
211408580,period_1_00,2.2,2
211408580,period_4_30,1.96,9
211408580,period_5_00,1.72,10
211408580,period_5_30,1.96,11
211408582,period_0_00,1.96,0
211408582,period_0_30,1.48,1
211408582,period_10_00,2.2,20
211408582,period_10_30,2.2,21
211408582,period_11_00,2.2,22
211408582,period_11_30,2.2,23
211408582,period_13_30,2.2,27
211408582,period_14_30,1.0,29
211408582,period_2_00,2.2,4
211408582,period_2_30,1.0,5
211408582,period_3_00,2.2,6
211408582,period_7_00,1.0,14
211408582,period_8_00,2.2,16
211408582,period_8_30,2.2,17
211408582,period_9_00,2.2,18
211408582,period_9_30,2.2,19
211411396,period_0_30,2.12,1
211411396,period_10_00,2.2,20
211411396,period_10_30,1.84,21
211411396,period_12_00,1.96,24
211411396,period_13_30,2.2,27
211411396,period_14_00,1.56,28
211411396,period_15_00,1.0,30
211411396,period_1_00,2.2,2
211411396,period_5_00,1.0,10
211411396,period_6_00,1.0,12
211411396,period_7_00,1.96,14
211411396,period_7_30,1.0,15
211411780,period_10_00,1.0,20
211411780,period_13_30,1.0,27
211411780,period_14_30,1.0,29
211411780,period_15_00,1.0,30
211411780,period_23_30,1.0,47
211411780,period_4_30,1.0,9
211411780,period_5_00,1.0,10
211411780,period_8_00,1.0,16
211411780,period_8_30,1.0,17
211419161,period_0_00,1.48,0
211419161,period_0_30,1.48,1
211419161,period_10_00,1.2,20
211419161,period_10_30,1.93,21
211419161,period_12_00,1.64,24
211419161,period_12_30,1.0,25
211419161,period_13_30,1.24,27
211419161,period_14_00,1.11,28
211419161,period_14_30,1.0,29
211419161,period_15_00,1.0,30
211419161,period_1_00,1.6,2
211419161,period_23_30,1.0,47
211419161,period_2_00,1.48,4
211419161,period_3_30,1.0,7
211419161,period_4_00,1.0,8
211419161,period_4_30,1.0,9
211419161,period_5_00,1.16,10
211419161,period_5_30,1.18,11
211419161,period_6_30,1.0,13
211419161,period_7_30,1.0,15
211419161,period_8_00,1.0,16
211419161,period_8_30,1.0,17
211419300,period_0_00,1.96,0
211419300,period_0_30,1.96,1
211419300,period_10_00,1.0,20
211419300,period_10_30,2.08,21
211419300,period_12_00,1.72,24
211419300,period_12_30,1.0,25
211419300,period_14_00,1.0,28
211419300,period_14_30,1.0,29
211419300,period_15_00,1.0,30
211419300,period_4_00,1.0,8
211419300,period_5_00,1.0,10
211419300,period_8_00,1.0,16
211421621,period_13_30,1.24,27
211421621,period_14_00,1.24,28
211421621,period_14_30,1.24,29
211421621,period_15_00,1.24,30
211421621,period_15_30,1.24,31
211421621,period_3_00,1.24,6
211424729,period_15_30,1.48,31
211428444,period_11_00,2.2,22
211724815,period_10_00,1.0,20
211724815,period_10_30,1.0,21
211724815,period_11_00,1.0,22
211724815,period_11_30,1.0,23
211724815,period_12_00,1.0,24
211724815,period_12_30,1.0,25
211724815,period_13_30,1.5,27
211724815,period_1_30,1.54,3
211724815,period_23_30,1.0,47
211724815,period_2_00,1.48,4
211724815,period_7_00,1.0,14
211724815,period_8_30,1.0,17
211724815,period_9_00,1.0,18
211724815,period_9_30,1.0,19
211830783,period_0_00,1.48,0
211830783,period_0_30,1.96,1
211830783,period_13_30,1.24,27
211830783,period_4_00,1.72,8
211830783,period_7_00,2.2,14
211835010,period_0_30,1.72,1
211835010,period_11_30,2.2,23
211835012,period_0_30,1.24,1
211835012,period_13_00,2.2,26
211838853,period_0_30,1.48,1
211838853,period_11_30,1.96,23
211838853,period_17_30,2.2,35
211838853,period_1_00,1.48,2
211838853,period_1_30,1.84,3
211838854,period_0_30,1.36,1
211838854,period_11_30,1.48,23
211838854,period_1_30,2.2,3
211838854,period_8_30,1.24,17
211840922,period_0_30,1.0,1
211848193,period_0_30,1.24,1
211848193,period_10_30,1.48,21
211848193,period_11_00,2.2,22
211848193,period_12_30,2.2,25
211848193,period_13_00,1.16,26
211848193,period_1_00,1.56,2
211848194,period_12_30,1.24,25
211848194,period_23_30,2.2,47
211848194,period_4_00,1.0,8
211848194,period_5_00,1.0,10
211848819,period_11_30,1.96,23
211848819,period_5_00,1.48,10
212623582,period_15_30,1.24,31
212623582,period_5_00,1.48,10
212623582,period_8_30,2.2,17
213332772,period_1_30,1.72,3
213716381,period_0_00,1.64,0
213716381,period_23_30,1.56,47
213716381,period_4_30,2.2,9
213716381,period_7_00,2.2,14
213719139,period_0_00,1.48,0
213719139,period_11_30,1.24,23
213719139,period_23_30,1.72,47
213719139,period_3_00,1.48,6
213719139,period_4_30,2.2,9
213719139,period_8_00,2.2,16
213719139,period_8_30,1.96,17
213720087,period_0_30,2.12,1
213720087,period_10_30,1.48,21
213720087,period_11_00,1.6,22
213720087,period_1_00,1.96,2
213720087,period_3_00,1.6,6
213720087,period_4_00,1.24,8
213720087,period_6_00,1.24,12
213721187,period_11_00,1.24,22
213721187,period_1_00,1.72,2
213721187,period_3_00,1.96,6
213721187,period_3_30,2.2,7
213721187,period_4_30,1.48,9
213721187,period_5_00,1.72,10
213721187,period_5_30,1.24,11
213721195,period_10_00,1.24,20
213721195,period_3_00,1.77,6
213721195,period_3_30,1.72,7
213721195,period_4_30,1.48,9
213721195,period_7_00,1.0,14
213721199,period_13_30,2.2,27
213721199,period_1_00,1.72,2
213721476,period_0_00,2.2,0
213721476,period_0_30,1.72,1
213721476,period_10_30,1.72,21
213721476,period_11_00,1.48,22
213721476,period_13_30,1.48,27
213721476,period_3_00,1.96,6
213721476,period_6_00,1.6,12
213721476,period_7_00,2.2,14
213726584,period_0_00,1.71,0
213726584,period_0_30,1.96,1
213726584,period_10_30,2.05,21
213726584,period_11_00,2.04,22
213726584,period_12_00,1.72,24
213726584,period_13_30,1.48,27
213726584,period_14_00,1.21,28
213726584,period_14_30,1.17,29
213726584,period_15_00,1.3,30
213726584,period_16_00,2.2,32
213726584,period_1_00,1.6,2
213726584,period_23_30,1.7,47
213726584,period_2_00,2.02,4
213726584,period_2_30,1.2,5
213726584,period_3_00,1.05,6
213726584,period_3_30,1.0,7
213726584,period_4_00,1.0,8
213726584,period_4_30,1.14,9
213726584,period_5_00,1.0,10
213726584,period_5_30,1.0,11
213726584,period_6_00,1.08,12
213726584,period_6_30,1.15,13
213726584,period_7_00,1.0,14
213726584,period_7_30,1.0,15
213726584,period_8_00,1.17,16
213726584,period_8_30,2.2,17
213726584,period_9_00,2.2,18
213726584,period_9_30,2.2,19
213727081,period_0_00,1.96,0
213727081,period_0_30,1.12,1
213727081,period_10_00,1.48,20
213727081,period_10_30,1.72,21
213727081,period_11_00,1.96,22
213727081,period_23_30,1.48,47
214527211,period_10_00,1.64,20
214527211,period_14_00,1.0,28
214527211,period_15_00,1.0,30
214527211,period_1_00,1.0,2
214527211,period_1_30,2.18,3
214527211,period_2_00,2.2,4
214527211,period_3_00,1.0,6
214527211,period_3_30,1.0,7
214527211,period_4_00,1.0,8
214527211,period_4_30,1.0,9
214527211,period_5_00,1.0,10
214527211,period_5_30,1.0,11
214527211,period_6_00,1.0,12
214527211,period_6_30,1.0,13
214527211,period_7_00,1.0,14
214527211,period_7_30,1.0,15
214583953,period_4_00,1.0,8
214583956,period_4_00,1.0,8
214584691,period_4_00,1.0,8
214584693,period_4_00,1.0,8
214585726,period_4_00,1.0,8
214587018,period_3_30,1.0,7
214587019,period_3_30,1.0,7
214588129,period_3_30,1.0,7
214756714,period_12_00,2.2,24
214768263,period_2_00,1.0,4
214918852,period_11_30,2.2,23
214918852,period_12_00,2.12,24
214918852,period_13_30,1.24,27
214918852,period_14_00,1.24,28
214918852,period_14_30,1.24,29
214918852,period_15_00,1.24,30
214918852,period_15_30,1.24,31
214918852,period_3_00,1.24,6
214926372,period_14_30,1.24,29
215071401,period_8_00,1.24,16
215071401,period_8_30,1.38,17
215071404,period_8_30,2.2,17
215071572,period_8_30,1.0,17
215071573,period_8_30,1.0,17
215347738,period_10_00,1.0,20
215347738,period_10_30,1.0,21
215347738,period_12_00,1.0,24
215347738,period_12_30,1.0,25
215347738,period_13_00,1.0,26
215347738,period_13_30,1.0,27
215347738,period_14_00,1.0,28
215347738,period_14_30,1.0,29
215347738,period_15_00,1.0,30
215347738,period_15_30,1.0,31
215347738,period_23_00,1.0,46
215347738,period_2_00,1.0,4
215347738,period_2_30,1.0,5
215347738,period_3_00,1.0,6
215347738,period_3_30,1.0,7
215347738,period_4_00,1.0,8
215347738,period_4_30,1.0,9
215347738,period_5_00,1.0,10
215347738,period_5_30,1.0,11
215347738,period_6_00,1.0,12
215347738,period_7_00,1.0,14
215347738,period_8_00,1.0,16
215347738,period_8_30,1.0,17
215347738,period_9_30,1.0,19
215350714,period_14_00,1.0,28
215350714,period_14_30,1.0,29
215350714,period_15_30,1.0,31
215350714,period_2_30,1.0,5
215350714,period_3_30,1.0,7
215350714,period_4_30,1.0,9
215350714,period_6_00,1.0,12
215350714,period_7_00,1.0,14
215350714,period_8_00,1.0,16
215350717,period_14_00,1.0,28
215350717,period_14_30,1.0,29
215350717,period_15_30,1.0,31
215350717,period_2_30,1.0,5
215350717,period_3_30,1.0,7
215350717,period_6_00,1.0,12
215350717,period_7_00,1.0,14
215350718,period_3_30,1.0,7
215350781,period_3_30,1.0,7
215350943,period_13_30,1.0,27
215350943,period_14_00,1.0,28
215350943,period_14_30,1.0,29
215350943,period_15_00,1.0,30
215350943,period_15_30,1.0,31
215350943,period_23_00,1.0,46
215350943,period_5_30,1.0,11
215350943,period_7_00,1.0,14
215350943,period_8_00,1.0,16
215351899,period_13_30,1.0,27
215351899,period_14_00,1.0,28
215351899,period_14_30,1.0,29
215351899,period_15_00,1.0,30
215351899,period_15_30,1.0,31
215351899,period_23_00,1.0,46
215351899,period_8_00,1.0,16
215351899,period_8_30,1.0,17
215424980,period_14_00,1.0,28
215424980,period_15_00,1.0,30
215424980,period_2_30,1.0,5
215424980,period_3_00,1.0,6
215424980,period_3_30,1.0,7
215424980,period_4_00,1.0,8
215424980,period_4_30,1.0,9
215424980,period_5_30,1.0,11
215424980,period_6_30,1.0,13
215424982,period_6_30,1.0,13
215424982,period_8_00,1.0,16
215508254,period_11_00,1.0,22
215508254,period_13_30,1.48,27
215941713,period_11_00,1.84,22
215946085,period_8_00,1.72,16
215947465,period_11_00,1.72,22
215947465,period_9_00,1.96,18
216956827,period_4_30,1.0,9
216958427,period_12_00,2.2,24
216958427,period_12_30,1.81,25
217609237,period_11_30,1.8,23
217609237,period_12_30,1.88,25
217609237,period_13_00,2.2,26
217609237,period_13_30,1.4,27
217609237,period_14_00,1.24,28
217609237,period_14_30,1.24,29
217609237,period_15_00,1.24,30
217609237,period_15_30,1.24,31
217609237,period_3_00,1.24,6
217609237,period_3_30,1.6,7
217609238,period_11_30,1.72,23
217609238,period_12_30,1.96,25
217609238,period_13_00,1.6,26
217609238,period_13_30,1.24,27
217609238,period_14_00,1.24,28
217609238,period_14_30,1.24,29
217609238,period_15_00,1.24,30
217609238,period_15_30,1.24,31
217609238,period_16_00,1.24,32
217609238,period_3_00,1.24,6
217609238,period_7_30,1.96,15
217609239,period_11_30,1.86,23
217609239,period_12_00,2.2,24
217609239,period_12_30,2.14,25
217609239,period_13_30,1.24,27
217609239,period_14_00,1.24,28
217609239,period_14_30,1.24,29
217609239,period_15_00,1.24,30
217609239,period_15_30,1.24,31
217609239,period_1_00,1.48,2
217609239,period_3_00,1.24,6
217609332,period_14_30,1.24,29
217609332,period_15_30,1.24,31
218227253,period_1_00,1.96,2
218227691,period_1_00,1.96,2
218265680,period_13_00,1.34,26
218265681,period_13_00,1.0,26
218265682,period_13_00,1.0,26
218265688,period_13_00,2.2,26
218265689,period_13_00,1.72,26
218265692,period_13_00,2.2,26
218265694,period_13_00,1.0,26
218266652,period_13_00,1.0,26
218269285,period_22_00,1.0,44
218269287,period_13_00,1.96,26
218442348,period_2_00,1.72,4
219730466,period_0_00,1.69,0
219730466,period_0_30,1.75,1
219730466,period_10_00,2.04,20
219730466,period_10_30,1.99,21
219730466,period_12_00,1.72,24
219730466,period_13_30,1.94,27
219730466,period_14_00,1.68,28
