osmid,y,x
12259306123,10.7910613,106.7160998
12259306124,10.7909122,106.7172566
2036083350,10.7704175,106.7061767
2036083352,10.7894831,106.7108462
2036083358,10.7860976,106.7089661
2036083360,10.7906521,106.7183137
2036083369,10.7895159,106.7113648
2036083370,10.7882927,106.7093984
2036083371,10.7885068,106.7094871
2036083378,10.787223,106.7176538
2036083380,10.7887347,106.7102333
2036083392,10.7886676,106.7203953
2036083406,10.78975,106.7119525
2036083413,10.7906356,106.7181787
2036083415,10.7906669,106.7193068
2036083421,10.7906217,106.7190847
2036083423,10.7890765,106.7100852
2036083425,10.7906706,106.718853
2036083427,10.7885703,106.709715
2036083429,10.7894392,106.7120597
2036083431,10.7906972,106.7190601
2036083433,10.7905101,106.719738
2036083435,10.7899561,106.7172783
2036083437,10.7888553,106.7103378
2036083441,10.7884833,106.7099355
2036083443,10.7889391,106.7155142
2036083447,10.789154,106.7188324
2036083449,10.7859856,106.7087853
2036083451,10.7893727,106.7170597
2036083457,10.7895655,106.7108043
2036083459,10.7884992,106.7091799
2036083461,10.7883063,106.7099555
2036083463,10.7913237,106.7194372
2036083465,10.7757982,106.7059198
12972993298,10.7930339,106.7293874
2036083475,10.7890654,106.7157117
2036083484,10.7901431,106.7192705
2036083486,10.7894499,106.7111108
7502310177,10.7774332,106.6992485
2036083491,10.7889577,106.710453
2036083497,10.7893996,106.7113296
2036083499,10.7899948,106.7177383
2036083503,10.789919,106.7173612
2036083508,10.787882,106.7190783
2036083509,10.788184,106.7099073
2036083512,10.7848725,106.7082031
2036083513,10.7851525,106.7085908
2036083519,10.7895738,106.7110704
2036083522,10.7903591,106.7198123
2036083524,10.7895421,106.7119477
2036083526,10.7881831,106.7197032
2036083527,10.7759006,106.7062744
2036083531,10.7895532,106.7214654
2036083533,10.7714318,106.7062713
2036083535,10.7905607,106.719438
2036083537,10.7889253,106.7151587
2036083539,10.7896669,106.7119067
2036083541,10.7854238,106.7084937
11892829017,10.7895498,106.7025605
11892829018,10.7895878,106.7025967
2036083545,10.7886349,106.709513
2036083551,10.7889621,106.715704
2036083553,10.7887958,106.7101589
2036083555,10.7891118,106.7106728
2036083559,10.7913843,106.7191587
2036083561,10.7859352,106.7089034
2036083565,10.7889499,106.7207986
2036083568,10.7881258,106.7096356
2036083570,10.7913817,106.7190728
2036083574,10.7898192,106.7202655
2036083576,10.7912003,106.7183252
2036083580,10.7748598,106.7058636
2036083584,10.7893606,106.7108938
2036083590,10.7899819,106.7175928
2036083592,10.7906048,106.7184334
2036083606,10.7895379,106.7114802
2036083608,10.7884471,106.7096465
2036083610,10.7746334,106.7065281
9831853373,10.7716804,106.6987288
5742669198,10.7794408,106.7047553
5742669207,10.7823026,106.7018413
5742669208,10.7823791,106.7016741
5742669209,10.7822201,106.7018151
5742669210,10.7822804,106.7016484
5742669211,10.7824102,106.7018755
5742669212,10.7821493,106.7017896
5742669213,10.7814471,106.7015751
5742669214,10.7814769,106.7014332
11393707596,10.7725287,106.7257671
11393707597,10.7730298,106.7266966
11393707598,10.7731525,106.7269675
11393707599,10.7733949,106.7274262
