u,v,osmid,highway,length,geometry
11393695758,13513813140,308848875,residential,36.227605521789044,"LINESTRING (106.700575 10.7861099, 106.7008135 10.7858835)"
11393695758,6110770486,308848875,residential,101.49800212288213,"LINESTRING (106.700575 10.7861099, 106.6999068 10.7867442)"
11393695758,2037831446,1228588481,service,56.178779132603886,"LINESTRING (106.700575 10.7861099, 106.7002211 10.7857433)"
5762711598,4600569893,1173914714,tertiary,47.953804847901154,"LINESTRING (106.6871076 10.7684571, 106.6874113 10.7687685)"
5762711598,4605034952,1173914714,tertiary,15.6140069992584,"LINESTRING (106.6871076 10.7684571, 106.687054 10.7684079, 106.687003 10.7683614)"
3506700347,2527488815,723841572,primary,27.62414740002975,"LINESTRING (106.6943304 10.7699546, 106.6942694 10.7700528, 106.6941984 10.7701665)"
3506700347,6789385215,1019637994,secondary_link,37.06622183991965,"LINESTRING (106.6943304 10.7699546, 106.6943225 10.7700696, 106.6943371 10.7701077, 106.6943638 10.7701481, 106.6944283 10.7702607)"
11187257673,11187257674,1207355838,service,23.844563722978044,"LINESTRING (106.687786 10.7725775, 106.6879596 10.7727075)"
11187257673,411922637,1349747421,service,46.767713989104266,"LINESTRING (106.687786 10.7725775, 106.6881052 10.7722972)"
11187257673,411922631,1349747422,service,18.7711461437689,"LINESTRING (106.687786 10.7725775, 106.687656 10.7726879)"
11187257674,11187257673,1207355838,service,23.844563722978044,"LINESTRING (106.6879596 10.7727075, 106.687786 10.7725775)"
13513813126,2230261059,213297559,service,6.045840235022934,"LINESTRING (106.6981411 10.7860935, 106.6981035 10.7860536)"
13513813126,9348403930,213297559,service,55.946143932368464,"LINESTRING (106.6981411 10.7860935, 106.6982163 10.7861731, 106.697929 10.7864488)"
13513813127,2230261055,213297558,service,64.10549795149846,"LINESTRING (106.6980631 10.7867895, 106.6984675 10.7863717)"
13513813127,2230261057,213297558,service,6.198485423041721,"LINESTRING (106.6980631 10.7867895, 106.698024 10.7868299)"
13513813128,10272861713,1123291852,service,6.096928583754237,"LINESTRING (106.6983114 10.7859367, 106.6982729 10.785897)"
13513813128,10272861716,1123291852,service,74.32577932340088,"LINESTRING (106.6983114 10.7859367, 106.6986461 10.7862812, 106.6987135 10.7863951, 106.6987526 10.7864418)"
13513813129,7931629410,850165527,service,5.39443686052481,"LINESTRING (106.6982885 10.7870312, 106.6982523 10.7870642)"
13513813129,7931629411,850165527,service,67.28947292807428,"LINESTRING (106.6982885 10.7870312, 106.6987399 10.7866194)"
13513813130,10732153324,1153962875,service,5.543394775325116,"LINESTRING (106.6983718 10.7858811, 106.6983368 10.785845)"
13513813131,13513813130,1153962875,service,46.14521945956833,"LINESTRING (106.6984773 10.785784, 106.6985425 10.7858511, 106.6985714 10.7859128, 106.6985018 10.7859753, 106.6984344 10.7859456, 106.6983718 10.7858811)"
13513813138,10810816113,35114092,service,8.612416145969092,"LINESTRING (106.7001277 10.7851592, 106.7001851 10.7851061)"
13513813138,7839230994,35114092,service,62.59303278538935,"LINESTRING (106.7001277 10.7851592, 106.6997108 10.7855454)"
8359904042,12157150907,193256696,primary,114.23216699990145,"LINESTRING (106.6923417 10.7767211, 106.6930424 10.7774837)"
8359904042,5763168797,193256696,primary,43.69350887515742,"LINESTRING (106.6923417 10.7767211, 106.6920709 10.7764319)"
8359904042,5778360132,899763362,service,58.664037423663004,"LINESTRING (106.6923417 10.7767211, 106.6922176 10.7768325, 106.6919406 10.7770719)"
2859467584,5059499680,518720205,service,16.427806387888424,"LINESTRING (106.6768074 10.7748932, 106.6769288 10.7749804)"
10046800715,5778164496,1097215589,primary,5.282383664247512,"LINESTRING (106.6771159 10.7802412, 106.6770737 10.7802644)"
10046800715,5778164526,225192895,primary,26.516950466142575,"LINESTRING (106.6771159 10.7802412, 106.6771286 10.7802125, 106.677319 10.7801234)"
10046800715,5059499547,263444599,service,117.08264680133706,"LINESTRING (106.6771159 10.7802412, 106.6769566 10.7799602, 106.6768225 10.7796823, 106.6766283 10.7793039)"
2332689270,411919171,35114965,tertiary,5.363668202595287,"LINESTRING (106.6749548 10.7860097, 106.6749919 10.7859781)"
2332689270,11897986062,1282089465,tertiary,7.198254303336116,"LINESTRING (106.6749548 10.7860097, 106.6749981 10.7860585)"
2332689271,411919112,696793705,tertiary,74.44328442303348,"LINESTRING (106.6752766 10.7863913, 106.6752347 10.7864277, 106.6748884 10.7867319, 106.6747616 10.7868294)"
13468959702,2231361192,1435478999,service,36.632648446085945,"LINESTRING (106.6866833 10.7920818, 106.6864574 10.7918383)"
13468959702,11945627176,1468560038,primary,1.0295374026262352,"LINESTRING (106.6866833 10.7920818, 106.6866917 10.7920776)"
13468959703,411919798,224445489,tertiary_link,44.00135945606717,"LINESTRING (106.6866872 10.7920861, 106.6866725 10.7922068, 106.6865338 10.7924447)"
13468959703,12014594901,1034068186,primary,155.00284946560714,"LINESTRING (106.6866872 10.7920861, 106.686642 10.7921704, 106.6856341 10.7929518, 106.6856043 10.7929751)"
10708583474,9690705590,233001268,primary,8.416826075483458,"LINESTRING (106.70776 10.7802017, 106.70774 10.7801286)"
2392458428,411926355,230796618,service,42.84250500618695,"LINESTRING (106.6814733 10.7804104, 106.6811395 10.7806127)"
11845109109,411922243,57559382,service,113.42543840027632,"LINESTRING (106.6949669 10.7773647, 106.6948447 10.7773848, 106.6947562 10.7773953, 106.694667 10.7773987, 106.6945924 10.7773959, 106.6945182 10.7773881, 106.6944675 10.7773858, 106.6944169 10.777388, 106.6943666 10.7773947, 106.6943085 10.7774083, 106.6942522 10.7774279, 106.6941983 10.7774533, 106.6941116 10.7774998, 106.6940281 10.7775516, 106.6939813 10.777585)"
11845109109,11845290093,290222653,service,58.58398936963761,"LINESTRING (106.6949669 10.7773647, 106.6949386 10.7773124, 106.6946204 10.7769646)"
11845109109,11845290101,290222653,service,26.168754757739965,"LINESTRING (106.6949669 10.7773647, 106.6949899 10.7773987, 106.6950228 10.7774369, 106.69506 10.7774711, 106.6950986 10.7774993, 106.6951418 10.7775199)"
7202801053,411924895,771568564,service,69.5099853421473,"LINESTRING (106.6862931 10.7685944, 106.6868177 10.7689482)"
4602725870,10991234695,165420592,service,9.43112971816153,"LINESTRING (106.7036153 10.7857148, 106.7035551 10.7857756)"
4602725870,10964388728,732424306,primary,70.1826956953752,"LINESTRING (106.7036153 10.7857148, 106.7037284 10.7858351, 106.7040512 10.7861785)"
10978330103,10978360613,1182181717,secondary,54.220337282814604,"LINESTRING (106.6995731 10.7815337, 106.6992435 10.7811691)"
10978330103,411926547,1265997659,primary,9.353488606656127,"LINESTRING (106.6995731 10.7815337, 106.6996356 10.7814762)"
10978330103,411918714,1265822569,primary,97.39553035305586,"LINESTRING (106.6995731 10.7815337, 106.6994651 10.7816335, 106.6989238 10.782134)"
10978330104,10978360605,1182181717,secondary,17.938209138114352,"LINESTRING (106.6990055 10.7809094, 106.6988944 10.7807906)"
10978330104,10978360608,1182181719,secondary,9.016201834609763,"LINESTRING (106.6990055 10.7809094, 106.6990668 10.7808551)"
2730493477,10704018490,293089873,residential,14.396755096269505,"LINESTRING (106.7043435 10.7711821, 106.7042799 10.7710687)"
2730493477,2379946616,267605893,residential,34.44124497231835,"LINESTRING (106.7043435 10.7711821, 106.7044341 10.7712228, 106.704512 10.7712777, 106.7045958 10.7713618)"
2730493477,411926407,267605899,residential,90.3114707995637,"LINESTRING (106.7043435 10.7711821, 106.7042707 10.7712342, 106.704219 10.771283, 106.7041 10.7715086, 106.703913 10.771863)"
11190011462,5771992184,1059529240,service,37.38268585084225,"LINESTRING (106.6906125 10.7909025, 106.690711 10.7908066, 106.6908698 10.7906815)"
5772019359,5772019360,609361893,service,55.99010570642279,"LINESTRING (106.6960001 10.7834299, 106.6963747 10.7830862)"
5772019360,5772019359,609361893,service,55.99010570642279,"LINESTRING (106.6963747 10.7830862, 106.6960001 10.7834299)"
5772019360,5842295442,747226803,secondary,12.524474444809307,"LINESTRING (106.6963747 10.7830862, 106.6962973 10.7830031)"
5772019365,9703344041,193256699,secondary,21.673590553300926,"LINESTRING (106.698224 10.7843138, 106.6980801 10.784448)"
5772019365,9703344041,1056020760,service,38.50914501423741,"LINESTRING (106.698224 10.7843138, 106.6982727 10.7844201, 106.6981934 10.7844958, 106.6980801 10.784448)"
5772019366,5772019367,609361896,service,84.53545783398604,"LINESTRING (106.6979789 10.7836677, 106.6973977 10.7841697)"
5772019367,5772019366,609361896,service,84.53545783398604,"LINESTRING (106.6973977 10.7841697, 106.6979789 10.7836677)"
5772019367,6790795378,747226803,secondary,30.04086260279237,"LINESTRING (106.6973977 10.7841697, 106.6972107 10.7839716)"
5772019370,5772019371,609361898,service,85.2592362762873,"LINESTRING (106.6959511 10.7837629, 106.6965554 10.7832776)"
5772019371,5772019370,609361898,service,85.2592362762873,"LINESTRING (106.6965554 10.7832776, 106.6959511 10.7837629)"
5772019371,5772019360,747226803,secondary,29.026707087281608,"LINESTRING (106.6965554 10.7832776, 106.6963747 10.7830862)"
5772019372,5772019373,609361899,service,37.53134613928116,"LINESTRING (106.69611 10.7853059, 106.6963663 10.7850811)"
5772019373,5772019372,609361899,service,37.53134613928116,"LINESTRING (106.6963663 10.7850811, 106.69611 10.7853059)"
5772019373,411926523,58871347,secondary,62.50050193131583,"LINESTRING (106.6963663 10.7850811, 106.6960323 10.784713, 106.6959835 10.7846634)"
13431736319,411921223,1207331473,service,50.5411724760509,"LINESTRING (106.6801296 10.7711669, 106.6804243 10.7715173)"
13431736319,411921089,1207331473,service,11.697172399667354,"LINESTRING (106.6801296 10.7711669, 106.6800614 10.7710858)"
13431736319,13431736320,1464277356,service,12.510180169880494,"LINESTRING (106.6801296 10.7711669, 106.6802131 10.7710899)"
13431736320,13431736319,1464277356,service,12.510180169880494,"LINESTRING (106.6802131 10.7710899, 106.6801296 10.7711669)"
3178235965,11921902988,32576377,tertiary,50.19631467268562,"LINESTRING (106.6811788 10.7863811, 106.6815889 10.7865848)"
3178235965,3734437564,32582442,tertiary,27.09133583765765,"LINESTRING (106.6811788 10.7863811, 106.6811401 10.7863511, 106.6811077 10.786318, 106.6810827 10.7862869, 106.6810604 10.7862542, 106.6810415 10.7862224, 106.681027 10.7861921)"
3178235965,13543923082,609374161,secondary_link,30.411482058968843,"LINESTRING (106.6811788 10.7863811, 106.6810077 10.7862999, 106.6809704 10.7862835, 106.6809321 10.7862708, 106.6809251 10.7862696)"
11088300263,411926247,605133444,secondary,53.85727800092303,"LINESTRING (106.7017573 10.7695911, 106.7019107 10.7692221, 106.7019437 10.7691427)"
11088300263,11088300264,1194626322,service,43.711043885866616,"LINESTRING (106.7017573 10.7695911, 106.7019016 10.7696489, 106.7021278 10.7697396)"
11088300264,11088300263,1194626322,service,43.711043885866616,"LINESTRING (106.7021278 10.7697396, 106.7019016 10.7696489, 106.7017573 10.7695911)"
10716973333,7529106402,1152074265,service,9.48168973932782,"LINESTRING (106.7050494 10.7811292, 106.7051153 10.7810737)"
10716973333,10716973343,1152074265,service,24.131736895987938,"LINESTRING (106.7050494 10.7811292, 106.7050088 10.7811637, 106.7049911 10.7811666, 106.7049753 10.7811584, 106.7048907 10.7810596)"
10716973337,4605168357,828323704,tertiary,36.37999077271843,"LINESTRING (106.7047614 10.7806634, 106.7045468 10.7804132)"
10716973337,10716973344,1152074267,service,42.852257999851105,"LINESTRING (106.7047614 10.7806634, 106.704869 10.781034)"
10716973343,10716973344,1152074268,service,3.7042711142440714,"LINESTRING (106.7048907 10.7810596, 106.704869 10.781034)"
10716973343,10716973333,1152074265,service,24.131736895987938,"LINESTRING (106.7048907 10.7810596, 106.7049753 10.7811584, 106.7049911 10.7811666, 106.7050088 10.7811637, 106.7050494 10.7811292)"
10716973344,10716973337,1152074267,service,42.852257999851105,"LINESTRING (106.704869 10.781034, 106.7047614 10.7806634)"
10716973344,10716973343,1152074268,service,3.7042711142440714,"LINESTRING (106.704869 10.781034, 106.7048907 10.7810596)"
8032749950,5350682978,220216411,tertiary,20.699336975841913,"LINESTRING (106.6866855 10.7847744, 106.6867827 10.7849342)"
8032749950,411918095,220216411,tertiary,25.436748983239767,"LINESTRING (106.6866855 10.7847744, 106.6865661 10.784578)"
8032749950,10290876317,1040783697,service,107.49579904939645,"LINESTRING (106.6866855 10.7847744, 106.6862208 10.7852598, 106.6861079 10.7854419, 106.6860817 10.7855252)"
9928575388,9892912586,651693569,service,13.980234163920413,"LINESTRING (106.6996557 10.7864853, 106.699746 10.7865744)"
9928575388,9892912586,1083397035,service,160.2150174391274,"LINESTRING (106.6996557 10.7864853, 106.7001626 10.7860499, 106.7002477 10.7861302, 106.699746 10.7865744)"
9928575388,9892912582,651693569,service,27.281490062621256,"LINESTRING (106.6996557 10.7864853, 106.6995875 10.7864135, 106.6994754 10.7865111)"
9928575391,5772088381,35114484,service,53.11563921745841,"LINESTRING (106.6998425 10.7859683, 106.6999327 10.7860478, 106.700075 10.785921, 106.7001699 10.7858216, 106.7001884 10.7857933)"
9928575391,5772088381,609372137,service,52.57201785613563,"LINESTRING (106.6998425 10.7859683, 106.7000918 10.7857169, 106.7001884 10.7857933)"
9928575391,9892912583,609372137,service,70.78124550149576,"LINESTRING (106.6998425 10.7859683, 106.6994498 10.7863689, 106.699393 10.7864268)"
9928575392,9892912586,651693569,service,20.335113552817297,"LINESTRING (106.6998728 10.7867083, 106.699746 10.7865744)"
9928575392,6110770486,651693569,service,5.452324068311471,"LINESTRING (106.6998728 10.7867083, 106.6999068 10.7867442)"
9928575392,9928575393,1083397037,service,38.75889594953046,"LINESTRING (106.6998728 10.7867083, 106.6996192 10.7869521)"
9928575393,9928575392,1083397037,service,38.75889594953046,"LINESTRING (106.6996192 10.7869521, 106.6998728 10.7867083)"
9928575393,9892912586,1079190253,service,60.196087449974335,"LINESTRING (106.6996192 10.7869521, 106.6994852 10.7868232, 106.699746 10.7865744)"
9928575393,6110770486,308848875,"['residential', 'service']",49.88325265558894,"LINESTRING (106.6996192 10.7869521, 106.6996763 10.7870071, 106.699843 10.7868444, 106.6998263 10.7868182, 106.6999068 10.7867442)"
5775034869,5775034873,609731734,service,15.220092418366434,"LINESTRING (106.7035978 10.7932312, 106.7037338 10.7932014)"
5775034873,5775034869,609731734,service,15.220092418366434,"LINESTRING (106.7037338 10.7932014, 106.7035978 10.7932312)"
5775034873,5775034875,609731734,service,58.37956727245074,"LINESTRING (106.7037338 10.7932014, 106.7042555 10.7930873)"
5775034873,5737980880,604803400,service,112.90267967811478,"LINESTRING (106.7037338 10.7932014, 106.703797 10.7933769, 106.7036995 10.7934089, 106.7037137 10.7934688, 106.703614 10.7934928, 106.70347 10.7935343, 106.7034589 10.7935103, 106.7033869 10.7933552, 106.7032857 10.7931571)"
5775034874,5775034875,609731735,service,20.626647380361952,"LINESTRING (106.7042034 10.792909, 106.7042555 10.7930873)"
5775034874,5737980880,189165792,tertiary,103.98207834106772,"LINESTRING (106.7042034 10.792909, 106.7034147 10.7931282, 106.7032857 10.7931571)"
5775034874,5775034879,189165792,tertiary,41.50767690992675,"LINESTRING (106.7042034 10.792909, 106.7042835 10.7928867, 106.7044602 10.7928324, 106.704568 10.792804)"
5775034875,5775034873,609731734,service,58.37956727245074,"LINESTRING (106.7042555 10.7930873, 106.7037338 10.7932014)"
5775034875,5775034874,609731735,service,20.626647380361952,"LINESTRING (106.7042555 10.7930873, 106.7042034 10.792909)"
5775034875,5737980876,609731735,service,21.124550184169586,"LINESTRING (106.7042555 10.7930873, 106.7042849 10.7932072, 106.7043525 10.7932129)"
5775034878,5775034879,609731737,service,40.05249417059092,"LINESTRING (106.7046607 10.7931525, 106.704568 10.792804)"
5775034878,2489019336,1329518980,service,14.490151769116954,"LINESTRING (106.7046607 10.7931525, 106.7045335 10.7931895)"
5775034878,5775034880,1329518980,service,16.989021589792852,"LINESTRING (106.7046607 10.7931525, 106.7048098 10.793109)"
5775034879,5775034878,609731737,service,40.05249417059092,"LINESTRING (106.704568 10.792804, 106.7046607 10.7931525)"
5775034879,5775034874,189165792,tertiary,41.50767690992675,"LINESTRING (106.704568 10.792804, 106.7044602 10.7928324, 106.7042835 10.7928867, 106.7042034 10.792909)"
5775034879,366414422,189165792,tertiary,68.38901388478445,"LINESTRING (106.704568 10.792804, 106.7047232 10.7927632, 106.7051728 10.7926449)"
5775034880,5775034881,609731738,service,29.047556704258962,"LINESTRING (106.7048098 10.793109, 106.704733 10.7928589)"
5775034880,5775034878,1329518980,service,16.989021589792852,"LINESTRING (106.7048098 10.793109, 106.7046607 10.7931525)"
5775034880,2489019332,1329518980,service,24.848121660842217,"LINESTRING (106.7048098 10.793109, 106.7048323 10.7931025, 106.7050338 10.793071)"
5775034881,5775034880,609731738,service,29.047556704258962,"LINESTRING (106.704733 10.7928589, 106.7048098 10.793109)"
8032750104,411923971,862121632,service,22.250529410746545,"LINESTRING (106.6856941 10.7902386, 106.6855514 10.7900958)"
8032750104,411923639,35113356,service,101.82271591312632,"LINESTRING (106.6856941 10.7902386, 106.685279 10.790675, 106.685213 10.790713, 106.6850368 10.790884)"
8032750104,411922944,35113356,service,58.21014275082168,"LINESTRING (106.6856941 10.7902386, 106.685748 10.790182, 106.68606 10.790506)"
8032750154,8032750155,213341601,service,29.405341602910315,"LINESTRING (106.6858118 10.7868414, 106.6855452 10.7868781)"
8032750154,10290876316,213341601,service,63.58055778285984,"LINESTRING (106.6858118 10.7868414, 106.686033 10.7868104, 106.6860334 10.7865346, 106.6861112 10.7865312)"
8032750154,10290907634,213342175,service,32.07772333539263,"LINESTRING (106.6858118 10.7868414, 106.6857924 10.7866715, 106.6858926 10.7866073)"
8032750155,9582650360,213341601,service,12.058030017925033,"LINESTRING (106.6855452 10.7868781, 106.6854349 10.7868825)"
8032750155,8032750154,213341601,service,29.405341602910315,"LINESTRING (106.6855452 10.7868781, 106.6858118 10.7868414)"
8032750155,9582650359,213342380,service,25.73713996397371,"LINESTRING (106.6855452 10.7868781, 106.6855332 10.7870445, 106.6854676 10.7870394)"
11287005949,411918862,1182433769,residential,12.347952280284261,"LINESTRING (106.7035606 10.7705904, 106.7035181 10.7706933)"
11287005949,6789196957,1182433769,residential,65.69442907234507,"LINESTRING (106.7035606 10.7705904, 106.7037866 10.7700429)"
11393829700,11393829701,1228602654,service,25.510937229699813,"LINESTRING (106.7021725 10.7915345, 106.7023469 10.7913819)"
11393829701,411918645,39622852,tertiary,20.97713038076243,"LINESTRING (106.7023469 10.7913819, 106.7022238 10.7912371)"
11393829701,5737980912,39622852,tertiary,53.86170155736398,"LINESTRING (106.7023469 10.7913819, 106.7026825 10.7917368)"
11393829701,11393829700,1228602654,service,25.510937229699813,"LINESTRING (106.7023469 10.7913819, 106.7021725 10.7915345)"
2230324039,411925964,213304644,service,60.52980011721334,"LINESTRING (106.6955009 10.7920518, 106.6954473 10.7921746, 106.6953829 10.7921693, 106.6953829 10.7920413, 106.6954015 10.7918228)"
6727011191,12584708459,1359552381,primary,15.028401227488963,"LINESTRING (106.6845327 10.768303, 106.6846248 10.7684034)"
6727011191,12584708463,1359552388,secondary,45.36907874856288,"LINESTRING (106.6845327 10.768303, 106.6847509 10.7681955, 106.6849221 10.7681926)"
6727011192,12584708458,1184422967,primary,19.536246282553776,"LINESTRING (106.6843913 10.7683769, 106.6842645 10.768253)"
6727011192,6727011191,1359552383,secondary,17.495905401433685,"LINESTRING (106.6843913 10.7683769, 106.6845327 10.768303)"
6794513285,6813499503,327097629,tertiary,10.492461434562681,"LINESTRING (106.6775694 10.7741705, 106.6775183 10.7742504)"
6794513285,6794489378,724495504,tertiary,31.470002701753643,"LINESTRING (106.6775694 10.7741705, 106.6775539 10.7740951, 106.6776577 10.773916)"
6794513288,3462940808,227742840,secondary,20.04255762702255,"LINESTRING (106.6781026 10.7735473, 106.6782371 10.7734247)"
6794513288,6793471379,1344042981,secondary,20.91889735787741,"LINESTRING (106.6781026 10.7735473, 106.6780769 10.7736148, 106.6779937 10.7736972)"
6794513295,6794513296,724495507,pedestrian,27.456037426766773,"LINESTRING (106.683764 10.7749743, 106.683547 10.7748497)"
6794513295,411922785,35112857,residential,142.08531400395557,"LINESTRING (106.683764 10.7749743, 106.683486 10.775444, 106.683398 10.775581, 106.6833151 10.7756765, 106.6832408 10.7757334, 106.6831298 10.7757943, 106.6830222 10.7758409, 106.6829092 10.7758669)"
6794513295,4627742378,35112857,residential,79.49842429857907,"LINESTRING (106.683764 10.7749743, 106.6838475 10.7748332, 106.683971 10.774637, 106.6841138 10.7744147, 106.6841528 10.7743709)"
6794513296,411922785,35112836,tertiary,132.84280512151815,"LINESTRING (106.683547 10.7748497, 106.6829092 10.7758669)"
6794513296,6794513295,724495507,pedestrian,27.456037426766773,"LINESTRING (106.683547 10.7748497, 106.683764 10.7749743)"
6794513296,4607520362,35112836,tertiary,188.78092629004482,"LINESTRING (106.683547 10.7748497, 106.6835793 10.7747999, 106.6842862 10.7736997, 106.6843429 10.7736134, 106.6844726 10.773416)"
864422931,11192828281,35114754,tertiary,31.994703444883765,"LINESTRING (106.6950903 10.7925622, 106.6953803 10.7926027)"
864422931,13520859481,213426296,service,3.127786662919952,"LINESTRING (106.6950903 10.7925622, 106.6950834 10.7925895)"
864422931,7940916996,35114754,tertiary,78.59119839309304,"LINESTRING (106.6950903 10.7925622, 106.6948016 10.7925319, 106.6943782 10.792463)"
8366591061,7806207810,654861068,secondary,23.41734750816019,"LINESTRING (106.6846355 10.7864322, 106.6846697 10.7866401)"
8366591061,8366591066,900660443,service,69.05652884957183,"LINESTRING (106.6846355 10.7864322, 106.684818 10.7864118, 106.6848361 10.7864329, 106.6848696 10.7864441, 106.6849346 10.7864461, 106.6849521 10.786458, 106.6849869 10.7864711, 106.6850466 10.7864876, 106.6852458 10.7864975)"
8366591066,8366591061,900660443,service,69.05652884957183,"LINESTRING (106.6852458 10.7864975, 106.6850466 10.7864876, 106.6849869 10.7864711, 106.6849521 10.786458, 106.6849346 10.7864461, 106.6848696 10.7864441, 106.6848361 10.7864329, 106.684818 10.7864118, 106.6846355 10.7864322)"
12389846172,5763168795,35114207,secondary,40.77143643603356,"LINESTRING (106.6902537 10.7765415, 106.6900034 10.7762695)"
12389846172,12389846176,1339431446,service,74.89906093568007,"LINESTRING (106.6902537 10.7765415, 106.6903405 10.7764659, 106.6905821 10.776259, 106.6907652 10.776093)"
12389846176,12389846172,1339431446,service,74.89906093568008,"LINESTRING (106.6907652 10.776093, 106.6905821 10.776259, 106.6903405 10.7764659, 106.6902537 10.7765415)"
11187129501,411918472,1207341978,service,31.453373595431856,"LINESTRING (106.6828589 10.7711314, 106.6829157 10.771188, 106.683071 10.7710535)"
11294870756,7501051433,329878177,primary,11.715331098819577,"LINESTRING (106.7005323 10.7806722, 106.700454 10.7807442)"
11294870756,411926624,329878177,primary,78.94510631303999,"LINESTRING (106.7005323 10.7806722, 106.7010602 10.7801873)"
11294870756,11294873674,801958371,service,11.05847944315928,"LINESTRING (106.7005323 10.7806722, 106.7005238 10.7807713)"
10765339999,11394108016,193256699,secondary,41.42244842697967,"LINESTRING (106.6987827 10.783793, 106.6985076 10.7840494)"
11287006566,2664205591,326771007,secondary,9.656533676942663,"LINESTRING (106.7011208 10.7710504, 106.7011532 10.7709696)"
9403108730,2392496463,35113743,secondary,33.01726550762078,"LINESTRING (106.7006681 10.7751104, 106.7005478 10.7753828)"
9403108730,11534254621,1019513541,service,4.803713078740318,"LINESTRING (106.7006681 10.7751104, 106.7007087 10.775127)"
9403108731,11534254621,1019513541,service,48.08448197951455,"LINESTRING (106.701115 10.7752934, 106.7007237 10.7751332, 106.7007087 10.775127)"
4611509790,12067820381,518720177,tertiary,22.21214896952294,"LINESTRING (106.6723695 10.7771551, 106.6723002 10.7773429)"
4611509790,366456911,263444618,tertiary,103.69219522109789,"LINESTRING (106.6723695 10.7771551, 106.6720928 10.7770321, 106.6720178 10.776981, 106.6719889 10.77686, 106.6720028 10.77644)"
4611509790,4658245544,471663416,service,107.61233181890039,"LINESTRING (106.6723695 10.7771551, 106.6725414 10.7772126, 106.6725196 10.7764235)"
10244198102,411922183,35114620,service,14.810033269700964,"LINESTRING (106.6776482 10.7709629, 106.677741 10.7708658)"
10244198102,411922185,35114620,service,26.746831460499866,"LINESTRING (106.6776482 10.7709629, 106.6775719 10.7710426, 106.677498 10.7711518)"
10244198102,10244198103,1120061355,service,11.45230987617094,"LINESTRING (106.6776482 10.7709629, 106.677694 10.7710127, 106.6777088 10.7710455)"
10244198103,10244198102,1120061355,service,11.45230987617094,"LINESTRING (106.6777088 10.7710455, 106.677694 10.7710127, 106.6776482 10.7709629)"
4066381580,12980280176,1412520603,primary,26.132892753941707,"LINESTRING (106.6995478 10.792164, 106.6995649 10.7921481, 106.6995865 10.7921382, 106.6996187 10.792133, 106.6996475 10.7921291, 106.6997133 10.7921279, 106.6997437 10.7921231, 106.699775 10.7921112)"
4066381580,676561494,1412520605,primary,26.48735572548475,"LINESTRING (106.6995478 10.792164, 106.6995684 10.7921689, 106.6995864 10.7921746, 106.6995995 10.7921802, 106.6996088 10.7921844, 106.6996241 10.7921926, 106.6996443 10.7922051, 106.6996622 10.7922161, 106.6996776 10.792227, 106.69969 10.7922386, 106.6997009 10.79225, 106.6997104 10.7922603, 106.6997179 10.7922719, 106.6997258 10.7922838, 106.699734 10.7923026)"
4066381582,676561490,1361942027,primary,50.85834409599885,"LINESTRING (106.6989631 10.7918634, 106.699047 10.7919404, 106.6991372 10.7920102, 106.6992022 10.7920536, 106.6992697 10.7920933, 106.6993394 10.7921292)"
4066381583,1998235285,1361942026,primary,44.37130482144997,"LINESTRING (106.6988569 10.7919649, 106.6985829 10.7916703)"
4605742953,411926279,35112943,service,16.004157469691076,"LINESTRING (106.683235 10.768354, 106.6833503 10.7682652)"
4605742953,9201924841,59674471,residential,12.749037272068584,"LINESTRING (106.683235 10.768354, 106.6831608 10.7682655)"
4605742953,411923189,35113952,service,143.1222310540379,"LINESTRING (106.683235 10.768354, 106.6824236 10.76904, 106.6822661 10.7688625)"
13495177144,411921593,35115081,tertiary,6.344409840460991,"LINESTRING (106.6781111 10.7903219, 106.6781154 10.790265)"
13495177144,13408236410,35115081,tertiary,31.27687399472168,"LINESTRING (106.6781111 10.7903219, 106.6780898 10.7906024)"
13495177144,13495177145,1470816648,service,38.09192950684437,"LINESTRING (106.6781111 10.7903219, 106.6777627 10.7903069)"
13495177145,12634893812,35113268,residential,26.056154307353665,"LINESTRING (106.6777627 10.7903069, 106.6777899 10.7900741)"
13495177145,411920911,35113268,residential,21.847686207887655,"LINESTRING (106.6777627 10.7903069, 106.6777399 10.7905021)"
13495177145,13495177144,1470816648,service,38.09192950684437,"LINESTRING (106.6777627 10.7903069, 106.6781111 10.7903219)"
13495177146,5352152221,35115081,tertiary,13.15306107110041,"LINESTRING (106.6781427 10.7898761, 106.6781511 10.7897581)"
13495177146,411924032,35115081,tertiary,11.191652968258348,"LINESTRING (106.6781427 10.7898761, 106.6781355 10.7899765)"
13495177146,411923978,1470816649,service,35.654508309674455,"LINESTRING (106.6781427 10.7898761, 106.6778178 10.7898452)"
13512609732,5772088460,609372152,service,7.6037355717353075,"LINESTRING (106.6941359 10.790199, 106.6941825 10.7901482)"
13512609732,5772088458,609372152,service,52.93753489304987,"LINESTRING (106.6941359 10.790199, 106.693967 10.7903832, 106.6941333 10.7905425)"
13512609734,8819419111,35113727,residential,66.10500316385699,"LINESTRING (106.6944829 10.790577, 106.6940434 10.7909857)"
13512609734,411926029,35113727,residential,9.65623011098292,"LINESTRING (106.6944829 10.790577, 106.6945471 10.7905173)"
13512609744,13512609745,1472755834,service,3.4650457241901655,"LINESTRING (106.6922505 10.7905541, 106.6922317 10.790529)"
